,,,,,,,,,,,,,,,,,Code,Stock,Sector,Open,Last,Prv Close,Chg,High,Low,Y-High,Y-Low,Vol,DY*,B%,Vol MA (20),RSI (14),"MACD (26, 12)",EPS*,P/E,Status
0349,SUMI,402,0.12,0.125,0.12,+0.005,0.13,0.12,0.205,0.115,44938,,56,2071480,33%,-0.008,313,10.53,Active,,,,,,,,,,,,,,,,,
5263,SUNCON,103,6.26,6.19,6.26,-0.07,6.26,6.11,6.58,3.26,18650,1.37%,34,2977125,56%,,14.5,41.46,Active,,,,,,,,,,,,,,,,,
526329,SUNCON-C29,303,,,0.12,,-,-,0.205,0.025,0,,-,335930,28%,-0.003,,,Active,,,,,,,,,,,,,,,,,
526333,SUNCON-C33,303,,,0.195,,-,-,0.255,0.1,0,,-,-,54%,,,,Active,,,,,,,,,,,,,,,,,
526334,SUNCON-C34,303,0.285,0.285,0.3,-0.015,0.285,0.285,0.35,0.165,200,,75,139150,42%,-0.001,,,Active,,,,,,,,,,,,,,,,,
526335,SUNCON-C35,303,0.385,0.385,0.4,-0.015,0.385,0.385,0.43,0.16,10,,-,247020,73%,0.028,,,Active,,,,,,,,,,,,,,,,,
526336,SUNCON-C36,303,0.25,0.235,0.255,-0.02,0.25,0.235,0.31,0.12,10500,,24,80290,45%,-0.002,,,Active,,,,,,,,,,,,,,,,,
526337,SUNCON-C37,303,,,0.335,,-,-,0.395,0.17,0,,-,81095,42%,0.005,,,Active,,,,,,,,,,,,,,,,,
526338,SUNCON-C38,303,,,0.175,,-,-,0.22,0.12,0,,-,28710,60%,,,,Active,,,,,,,,,,,,,,,,,
526339,SUNCON-C39,303,0.26,0.245,0.26,-0.015,0.26,0.245,0.335,0.125,3904,,21,515060,50%,-0.006,,,Active,,,,,,,,,,,,,,,,,
526340,SUNCON-C40,303,,,0.2,,-,-,0.275,0.155,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
526341,SUNCON-C41,303,0.055,0.055,0.06,-0.005,0.06,0.055,0.09,0.04,4038,,52,298560,33%,-0.001,,,Active,,,,,,,,,,,,,,,,,
526342,SUNCON-C42,303,,,0.13,,-,-,0.165,0.085,0,,-,-,43%,,,,Active,,,,,,,,,,,,,,,,,
526343,SUNCON-C43,303,,,0.105,,-,-,0.135,0.06,0,,-,79565,33%,0.002,,,Active,,,,,,,,,,,,,,,,,
526344,SUNCON-C44,303,0.08,0.08,0.085,-0.005,0.08,0.08,0.125,0.035,100,,100,1081470,50%,-0.004,,,Active,,,,,,,,,,,,,,,,,
526345,SUNCON-C45,303,0.12,0.12,0.125,-0.005,0.12,0.12,0.185,0.065,4401,,19,275020,43%,-0.005,,,Active,,,,,,,,,,,,,,,,,
526346,SUNCON-C46,303,,,0.16,,-,-,0.18,0.1,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
526347,SUNCON-C47,303,0.15,0.15,0.15,-,0.15,0.15,0.2,0.13,100,,100,2822145,40%,,,,Active,,,,,,,,,,,,,,,,,
526348,SUNCON-C48,303,0.21,0.2,0.21,-0.01,0.21,0.2,0.255,0.16,250,,-,959745,38%,,,,Active,,,,,,,,,,,,,,,,,
526349,SUNCON-C49,303,0.14,0.135,0.145,-0.01,0.14,0.135,0.18,0.11,539,,-,79810,39%,-0.002,,,Active,,,,,,,,,,,,,,,,,
526350,SUNCON-C50,303,,,0.245,,-,-,0.26,0.24,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
526351,SUNCON-C51,303,0.09,0.09,0.1,-0.01,0.09,0.09,0.105,0.075,750,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0345,SUNLOGY,403,0.385,0.385,0.385,-,0.39,0.38,0.465,0.195,14189,,52,4769295,58%,0.003,2.2,17.5,Active,,,,,,,,,,,,,,,,,
03050,SUNMOW,703,,,1.15,,-,-,2.03,1,0,,-,28900,44%,-0.045,,,Active,,,,,,,,,,,,,,,,,
030501,SUNMOW-PA,703,,,0.425,,-,-,0.5,0.425,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
030502,SUNMOW-WA,703,,,0.765,,-,-,1.55,0.41,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
5176,SUNREIT,150,2.25,2.26,2.26,-,2.26,2.2,2.32,1.65,35174,4.42%,39,9462470,72%,0.022,15.02,14.75,Active,,,,,,,,,,,,,,,,,
3743,SUNSURIA,120,0.415,0.415,0.415,-,0.415,0.405,0.6,0.355,565,4.82%,95,146875,63%,0.009,2.78,7,Active,,,,,,,,,,,,,,,,,
0262,SUNVIEW,461,0.39,0.39,0.39,-,0.395,0.385,0.495,0.335,6040,,58,1527370,53%,-0.001,1.17,34.93,Active,,,,,,,,,,,,,,,,,
5211,SUNWAY,102,5.83,5.78,5.81,-0.03,5.86,5.71,5.93,3.93,78051,1.04%,60,11189650,82%,0.194,16.74,28.26,Active,,,,,,,,,,,,,,,,,
521140,SUNWAY-C40,302,0.265,0.25,0.27,-0.02,0.265,0.25,0.27,0.08,108,,1,181350,84%,0.034,,,Active,,,,,,,,,,,,,,,,,
521141,SUNWAY-C41,302,0.15,0.15,0.16,-0.01,0.15,0.15,0.165,0.065,4000,,38,928005,73%,0.016,,,Active,,,,,,,,,,,,,,,,,
521142,SUNWAY-C42,302,,,0.23,,-,-,0.23,0.125,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
521143,SUNWAY-C43,302,0.205,0.2,0.21,-0.01,0.205,0.195,0.215,0.1,10240,,41,531435,76%,0.013,,,Active,,,,,,,,,,,,,,,,,
521144,SUNWAY-C44,302,0.16,0.155,0.165,-0.01,0.165,0.15,0.17,0.07,12700,,87,714245,100%,0.019,,,Active,,,,,,,,,,,,,,,,,
521145,SUNWAY-C45,302,0.365,0.35,0.36,-0.01,0.365,0.335,0.385,0.15,9755,,21,431935,83%,0.036,,,Active,,,,,,,,,,,,,,,,,
521146,SUNWAY-C46,302,,,0.165,,-,-,0.165,0.165,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
521147,SUNWAY-C47,302,,,0.19,,-,-,0.215,0.145,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
521148,SUNWAY-C48,302,0.17,0.165,0.17,-0.005,0.17,0.165,0.19,0.05,330,,61,444750,74%,0.025,,,Active,,,,,,,,,,,,,,,,,
521149,SUNWAY-C49,302,0.085,0.085,0.085,-,0.085,0.08,0.09,0.075,5147,,28,-,0%,,,,Active,,,,,,,,,,,,,,,,,
521150,SUNWAY-C50,302,,,0.09,,-,-,0.09,0.085,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
521151,SUNWAY-C51,302,0.135,0.135,0.14,-0.005,0.135,0.135,0.14,0.13,200,,100,-,0%,,,,Active,,,,,,,,,,,,,,,,,
521152,SUNWAY-C52,302,0.16,0.16,-,+0.010,0.16,0.16,,,1000,,100,-,0%,,,,New,,,,,,,,,,,,,,,,,
5211PA,SUNWAY-PA,102,5.78,5.78,5.78,-,5.78,5.78,5.82,3.78,1,,-,31045,88%,0.194,,,Active,,,,,,,,,,,,,,,,,
0148,SUNZEN,401,0.27,0.275,0.265,+0.010,0.275,0.27,0.35,0.26,3204,,82,342935,50%,,0.37,79.18,Active,,,,,,,,,,,,,,,,,
0148WC,SUNZEN-WC,401,0.06,0.06,0.065,-0.005,0.06,0.06,0.13,0.06,42,,-,224935,50%,,,,Active,,,,,,,,,,,,,,,,,
7235,SUPERLN,102,0.735,0.73,0.745,-0.015,0.74,0.73,1.05,0.665,278,3.77%,35,70740,44%,-0.007,7.81,9.43,Active,,,,,,,,,,,,,,,,,
7106,SUPERMX,162,0.515,0.49,0.505,-0.015,0.52,0.485,1.35,0.45,266384,,41,6878475,68%,-0.006,-5.2,,Active,,,,,,,,,,,,,,,,,
71064O,SUPERMX-C4O,362,,,0.005,,-,-,0.11,0.005,0,,-,2310895,33%,-0.007,,,Active,,,,,,,,,,,,,,,,,
71064S,SUPERMX-C4S,362,,,0.005,,-,-,0.135,0.005,0,,-,332195,30%,-0.011,,,Active,,,,,,,,,,,,,,,,,
71064T,SUPERMX-C4T,362,,,0.02,,-,-,0.06,0.02,0,,-,-,17%,,,,Active,,,,,,,,,,,,,,,,,
71064U,SUPERMX-C4U,362,,,0.005,,-,-,0.08,0.005,0,,-,227025,30%,-0.014,,,Active,,,,,,,,,,,,,,,,,
71064V,SUPERMX-C4V,362,,,0.005,,-,-,0.065,0.005,0,,-,116070,25%,,,,Active,,,,,,,,,,,,,,,,,
71064W,SUPERMX-C4W,362,,,0.015,,-,-,0.065,0.015,0,,-,2089210,31%,,,,Active,,,,,,,,,,,,,,,,,
71064X,SUPERMX-C4X,362,,,0.005,,-,-,0.05,0.005,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
71064Y,SUPERMX-C4Y,362,,,0.01,,-,-,0.05,0.01,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
71064Z,SUPERMX-C4Z,362,0.01,0.005,0.01,-0.005,0.01,0.005,0.085,0.005,3000,,-,754995,37%,-0.007,,,Active,,,,,,,,,,,,,,,,,
71065A,SUPERMX-C5A,362,,,0.055,,-,-,0.08,0.055,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
71065B,SUPERMX-C5B,362,0.02,0.03,0.02,+0.010,0.03,0.015,0.04,0.005,3611,,100,618415,57%,,,,Active,,,,,,,,,,,,,,,,,
71065C,SUPERMX-C5C,362,0.05,0.045,0.05,-0.005,0.05,0.045,0.095,0.035,21000,,48,-,0%,,,,Active,,,,,,,,,,,,,,,,,
71065D,SUPERMX-C5D,362,0.04,0.03,0.035,-0.005,0.04,0.03,0.05,0.02,2390,,34,-,46%,,,,Active,,,,,,,,,,,,,,,,,
71065E,SUPERMX-C5E,362,0.04,0.04,0.04,-,0.04,0.04,0.04,0.03,500,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
71065F,SUPERMX-C5F,362,0.04,0.04,0.025,+0.015,0.04,0.04,0.03,0.025,200,,100,-,0%,,,,Active,,,,,,,,,,,,,,,,,
71065G,SUPERMX-C5G,362,0.07,0.06,0.065,-0.005,0.07,0.055,0.07,0.04,17158,,38,-,57%,,,,Active,,,,,,,,,,,,,,,,,
7106WA,SUPERMX-WA,162,0.155,0.15,0.16,-0.01,0.165,0.15,0.275,0.125,26480,,39,385220,64%,-0.005,,,Active,,,,,,,,,,,,,,,,,
0330,SUPREME,401,0.205,0.205,0.21,-0.005,0.205,0.205,0.415,0.18,941,14.24%,-,112660,40%,-0.001,2.78,8.81,Active,,,,,,,,,,,,,,,,,
6521,SURIA,164,1.53,1.59,1.52,+0.070,1.59,1.53,2.05,1.38,309,1.89%,45,18465,42%,-0.006,9.68,16.42,Active,,,,,,,,,,,,,,,,,
5303,SWIFT,164,0.39,0.395,0.39,+0.005,0.395,0.39,0.485,0.345,686,4.05%,-,189320,40%,-0.004,4.57,8.35,Active,,,,,,,,,,,,,,,,,
5135,SWKPLNT,125,2.92,2.91,2.9,+0.010,2.95,2.91,2.92,2.18,1323,6.87%,48,42455,75%,0.053,32.98,8.77,Active,,,,,,,,,,,,,,,,,
7186,SWSCAP,101,0.15,0.15,0.15,-,0.15,0.15,0.215,0.1,1000,,100,110030,45%,0.004,-1.17,,Active,,,,,,,,,,,,,,,,,
9717,SYCAL,103,0.17,0.17,0.17,-,0.17,0.17,0.22,0.14,410,,100,104895,50%,0.001,0.05,205.74,Active,,,,,,,,,,,,,,,,,
5173,SYGROUP,164,0.84,0.85,0.84,+0.010,0.85,0.84,0.95,0.65,1003,,89,554980,78%,0.02,14.59,5.52,Active,,,,,,,,,,,,,,,,,
5173CG,SYGROUP-CG,364,,,0.075,,-,-,0.085,0.06,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
1538,SYMLIFE,120,0.205,0.205,0.22,-0.015,0.205,0.205,0.34,0.15,300,,60,256215,70%,0.013,-1.22,,Active,,,,,,,,,,,,,,,,,
1538WC,SYMLIFE-WC,120,,,0.05,,-,-,0.085,0.045,0,,-,163610,56%,,,,Active,,,,,,,,,,,,,,,,,
0279,SYNERGY,401,0.42,0.4,0.42,-0.02,0.42,0.395,1.36,0.33,4571,4.10%,38,531005,66%,0.004,5.57,7.18,Active,,,,,,,,,,,,,,,,,
0050,SYSTECH,405,0.17,0.17,0.17,-,0.17,0.17,0.335,0.125,12421,,2,750075,57%,0.005,-1.17,,Active,,,,,,,,,,,,,,,,,
0050WA,SYSTECH-WA,405,,,0.035,,-,-,0.115,0.025,0,,-,373610,50%,0.001,,,Active,,,,,,,,,,,,,,,,,
7228,T7GLOBAL,161,0.26,0.265,0.26,+0.005,0.27,0.255,0.55,0.225,33334,,65,3900460,69%,0.003,5.73,5.42,Active,,,,,,,,,,,,,,,,,
7228WC,T7GLOBAL-WC,161,0.05,0.04,0.05,-0.01,0.05,0.04,0.21,0.03,1060,,94,74960,56%,,,,Active,,,,,,,,,,,,,,,,,
7228WD,T7GLOBAL-WD,161,0.04,0.045,0.04,+0.005,0.045,0.035,0.13,0.03,2607,,93,127350,67%,,,,Active,,,,,,,,,,,,,,,,,
5012,TAANN,125,4.25,4.29,4.24,+0.050,4.29,4.16,4.67,3.65,1317,8.16%,66,417015,76%,0.031,41.69,8.24,Active,,,,,,,,,,,,,,,,,
5012C1,TAANN-C1,325,,,0.075,,-,-,0.13,0.07,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
7211,TAFI,101,0.52,0.52,0.52,-,0.52,0.52,0.6,0.49,170,,43,60350,53%,,4.39,11.83,Active,,,,,,,,,,,,,,,,,
7211WA,TAFI-WA,101,,,0.06,,-,-,0.105,0.04,0,,-,29085,54%,-0.002,,,Active,,,,,,,,,,,,,,,,,
0241,TAGHILL,403,0.06,0.055,0.06,-0.005,0.06,0.055,0.135,0.055,2088,,83,437775,100%,,-4.4,,Active,,,,,,,,,,,,,,,,,
0241WA,TAGHILL-WA,403,,,0.015,,-,-,0.04,0.01,0,,-,367735,100%,,,,Active,,,,,,,,,,,,,,,,,
6139,TAKAFUL,110,3.15,3.16,3.15,+0.010,3.17,3.11,4.16,3.01,18336,5.38%,68,987485,64%,0.007,45.16,7.29,Active,,,,,,,,,,,,,,,,,
6139C1,TAKAFUL-C1,310,,,0.03,,-,-,0.08,0.025,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
6139C2,TAKAFUL-C2,310,0.015,0.02,0.02,-,0.02,0.015,0.05,0.01,528,,100,454130,33%,-0.002,,,Active,,,,,,,,,,,,,,,,,
2259,TALAMT,120,0.14,0.135,0.135,-,0.14,0.135,0.16,0.015,1639,,3,1364055,43%,,-0.3,,Active,,,,,,,,,,,,,,,,,
8524,TALIWRK,165,0.525,0.53,0.52,+0.010,0.53,0.52,0.805,0.5,8264,8.49%,62,841115,52%,-0.005,3.63,10.42,Active,,,,,,,,,,,,,,,,,
5191,TAMBUN,120,0.85,0.855,0.85,+0.005,0.855,0.85,0.97,0.71,538,8.07%,93,90705,68%,0.015,11.27,7.58,Active,,,,,,,,,,,,,,,,,
2429,TANCO,120,0.845,0.845,0.85,-0.005,0.86,0.845,2.17,0.69,543368,,97,51415090,50%,0.018,0.27,433.53,Active,,,,,,,,,,,,,,,,,
5149,TAS,164,0.525,0.525,0.535,-0.01,0.525,0.52,0.745,0.495,160,3.81%,93,80600,58%,-0.003,9.83,5.37,Active,,,,,,,,,,,,,,,,,
5140,TASCO,164,0.53,0.53,0.53,-,0.53,0.53,0.775,0.455,1045,2.36%,95,136100,75%,0.013,3.27,14.32,Active,,,,,,,,,,,,,,,,,
0211,TASHIN,402,0.21,0.23,0.23,-,0.23,0.21,0.33,0.195,31,,3,50915,63%,0.005,-0.31,,Active,,,,,,,,,,,,,,,,,
7097,TAWIN,102,0.02,0.015,0.015,-,0.02,0.015,0.04,0.01,3272,,8,3818445,50%,,-2.58,,Active,,,,,,,,,,,,,,,,,
4405,TCHONG,101,0.77,0.755,0.77,-0.015,0.775,0.75,0.97,0.28,27324,1.32%,49,7186430,72%,0.048,-32.86,,Active,,,,,,,,,,,,,,,,,
0221,TCS,403,0.125,0.13,0.13,-,0.13,0.125,0.17,0.1,2501,,19,236265,60%,,0.28,57.53,Active,,,,,,,,,,,,,,,,,
0221WB,TCS-WB,403,0.025,0.03,0.03,-,0.03,0.025,0.06,0.02,1801,,25,369465,50%,-0.001,,,Active,,,,,,,,,,,,,,,,,
0132,TDEX,405,,,0.04,,-,-,0.065,0.035,0,,-,127845,50%,,-0.4,,Active,,,,,,,,,,,,,,,,,
2054,TDM,125,0.195,0.195,0.195,-,0.205,0.195,0.26,0.16,62977,1.28%,85,953380,70%,0.002,0.65,96.79,Active,,,,,,,,,,,,,,,,,
7439,TECGUAN,101,2.1,2.13,2.14,-0.01,2.14,2.05,2.23,1.5,65,,54,24130,62%,0.056,52.85,4.03,Active,,,,,,,,,,,,,,,,,
8966,TECHBASE,101,0.11,0.11,0.11,-,0.11,0.11,0.15,0.085,1675,,-,2558170,53%,0.001,2.29,3.85,Active,,,,,,,,,,,,,,,,,
8966LA,TECHBASE-LA,501,,,0.035,,-,-,0.04,0.02,0,,-,663780,100%,,,,Active,,,,,,,,,,,,,,,,,
8966WB,TECHBASE-WB,101,0.005,0.01,0.005,+0.005,0.01,0.005,0.025,0.005,121,,1,291770,50%,,,,Active,,,,,,,,,,,,,,,,,
5289,TECHBND,102,0.305,0.31,0.3,+0.010,0.31,0.305,0.45,0.265,5178,3.23%,14,478815,57%,,2.29,14.82,Active,,,,,,,,,,,,,,,,,
2739,TECHNAX,161,0.05,0.055,0.05,+0.005,0.055,0.05,0.13,0.045,6210,,99,2408575,40%,-0.003,12.37,0.05,Active,,,,,,,,,,,,,,,,,
0343,TECHSTORE,405,0.295,0.295,0.295,-,0.295,0.285,0.335,0.16,34008,,52,6498560,52%,0.013,1.7,23.28,Active,,,,,,,,,,,,,,,,,
7200,TEKSENG,101,0.235,0.235,0.23,+0.005,0.24,0.235,0.29,0.22,1820,2.13%,91,140080,53%,0.001,2.34,8.71,Active,,,,,,,,,,,,,,,,,
0230,TELADAN,120,,,0.895,,-,-,1.05,0.88,0,0.56%,-,282540,29%,-0.008,3.53,26.66,Active,,,,,,,,,,,,,,,,,
0230WA,TELADAN-WA,120,,,0.38,,-,-,0.5,0.37,0,,-,136850,45%,-0.001,,,Active,,,,,,,,,,,,,,,,,
5347,TENAGA,165,13.28,13.22,13.28,-0.06,13.3,13.22,15.04,12.66,30264,3.86%,50,5043830,47%,-0.04,81,16.29,Active,,,,,,,,,,,,,,,,,
53473A,TENAGA-C3A,365,,,0.045,,-,-,0.16,0.04,0,,-,192045,45%,-0.006,,,Active,,,,,,,,,,,,,,,,,
53473B,TENAGA-C3B,365,0.06,0.06,0.06,-,0.06,0.06,0.21,0.06,5202,,-,1209075,46%,-0.006,,,Active,,,,,,,,,,,,,,,,,
53473C,TENAGA-C3C,365,,,0.05,,-,-,0.145,0.02,0,,-,92395,40%,-0.019,,,Active,,,,,,,,,,,,,,,,,
53473D,TENAGA-C3D,365,,,0.065,,-,-,0.145,0.05,0,,-,482975,40%,-0.014,,,Active,,,,,,,,,,,,,,,,,
53473E,TENAGA-C3E,365,,,0.015,,-,-,0.095,0.01,0,,-,761045,40%,-0.003,,,Active,,,,,,,,,,,,,,,,,
53473F,TENAGA-C3F,365,,,0.025,,-,-,0.065,0.025,0,,-,615180,29%,-0.006,,,Active,,,,,,,,,,,,,,,,,
53473G,TENAGA-C3G,365,,,0.035,,-,-,0.085,0.03,0,,-,2919765,42%,-0.003,,,Active,,,,,,,,,,,,,,,,,
53473H,TENAGA-C3H,365,,,0.06,,-,-,0.09,0.06,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
53473I,TENAGA-C3I,365,0.055,0.055,0.055,-,0.055,0.055,0.1,0.055,1355,,22,303240,43%,-0.006,,,Active,,,,,,,,,,,,,,,,,
53473J,TENAGA-C3J,365,0.06,0.065,0.065,-,0.065,0.06,0.095,0.055,3985,,38,509955,50%,-0.002,,,Active,,,,,,,,,,,,,,,,,
53473K,TENAGA-C3K,365,0.075,0.07,0.075,-0.005,0.075,0.07,0.09,0.07,3180,,6,-,47%,,,,Active,,,,,,,,,,,,,,,,,
054644,TENCENT-C44,358,,,-,,-,-,0.61,0.235,0,,-,85550,63%,0.012,,,Delisted,,,,,,,,,,,,,,,,,
054645,TENCENT-C45,358,,,-,,-,-,0.215,0.025,0,,-,446650,39%,-0.011,,,Delisted,,,,,,,,,,,,,,,,,
054646,TENCENT-C46,358,0.24,0.24,0.275,-0.035,0.24,0.24,0.29,0.125,100,,-,315050,82%,0.03,,,Active,,,,,,,,,,,,,,,,,
054647,TENCENT-C47,358,0.22,0.22,0.27,-0.05,0.22,0.22,0.27,0.22,300,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
05461F,TENCENT-H1F,358,,,-,,-,-,0.235,0.055,0,,-,-,35%,,,,Delisted,,,,,,,,,,,,,,,,,
05461G,TENCENT-H1G,358,,,0.03,,-,-,0.125,0.03,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
7252,TEOSENG,101,1.06,1.04,1.06,-0.02,1.07,1.04,2.67,0.825,7555,11.06%,10,900140,90%,0.022,30.97,3.4,Active,,,,,,,,,,,,,,,,,
7252CE,TEOSENG-CE,301,0.035,0.035,0.04,-0.005,0.035,0.035,0.11,0.025,100,,100,133115,57%,-0.003,,,Active,,,,,,,,,,,,,,,,,
7252CF,TEOSENG-CF,301,,,0.15,,-,-,,,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0569C7,TESLA-C7,358,,,0.145,,-,-,0.15,0.085,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
8702,TEXCHEM,102,0.78,0.785,0.79,-0.005,0.785,0.78,0.91,0.67,161,,-,108025,73%,0.015,5.75,18.7,Active,,,,,,,,,,,,,,,,,
0089,TEXCYCL,402,1.05,1.05,1.04,+0.010,1.06,1.05,1.22,0.805,324,,95,274900,50%,-0.003,5.35,19.8,Active,,,,,,,,,,,,,,,,,
0145,TFP,405,0.025,0.025,0.025,-,0.025,0.025,0.04,0.015,2,,100,813080,67%,,-0.48,,Active,,,,,,,,,,,,,,,,,
9369,TGL,101,1.08,1.08,1.07,+0.010,1.08,1.08,1.34,0.9,300,4.63%,15,30255,76%,0.017,12.98,8.38,Active,,,,,,,,,,,,,,,,,
7034,TGUAN,102,1.17,1.17,1.17,-,1.17,1.16,1.64,0.97,961,2.14%,62,526485,65%,0.013,17.67,6.64,Active,,,,,,,,,,,,,,,,,
9075,THETA,105,0.805,0.83,0.8,+0.030,0.855,0.8,1.75,0.65,29775,,69,1308890,58%,0.002,-15.1,,Active,,,,,,,,,,,,,,,,,
5112,THPLANT,125,0.545,0.545,0.545,-,0.55,0.545,0.79,0.485,6455,5.50%,45,403685,64%,0.002,6.47,4.95,Active,,,,,,,,,,,,,,,,,
7889,THRIVEN,120,0.075,0.075,0.075,-,0.075,0.075,0.16,0.07,198,,-,478895,33%,-0.001,-4.65,,Active,,,,,,,,,,,,,,,,,
7374,TIENWAH,102,0.805,0.79,0.815,-0.025,0.805,0.78,0.9,0.735,262,7.09%,10,18815,50%,0.006,9.81,6.49,Active,,,,,,,,,,,,,,,,,
5031,TIMECOM,163,4.92,4.86,4.92,-0.06,4.93,4.83,5.36,4.51,19136,11.69%,41,1724600,22%,-0.052,20.71,23.31,Active,,,,,,,,,,,,,,,,,
5031C6,TIMECOM-C6,363,,,0.11,,-,-,0.135,0.11,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
5031C7,TIMECOM-C7,363,,,0.15,,-,-,,,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
7854,TIMWELL,102,,,0.38,,-,-,0.535,0.245,0,,-,7365,50%,-0.005,-0.43,,Active,,,,,,,,,,,,,,,,,
5239,TITIJYA,120,0.22,0.22,0.22,-,0.22,0.22,0.28,0.205,350,,-,177830,42%,,1.2,18.43,Active,,,,,,,,,,,,,,,,,
5297,TJSETIA,103,0.19,0.19,0.19,-,0.195,0.19,0.3,0.185,973,1.58%,21,121035,40%,-0.005,1.25,15.18,Active,,,,,,,,,,,,,,,,,
4863,TM,163,7.11,7.1,7.11,-0.01,7.13,7.08,7.73,6.19,20920,4.37%,70,4555025,53%,0.02,52.56,13.36,Active,,,,,,,,,,,,,,,,,
48631T,TM-C1T,363,,,0.095,,-,-,0.13,0.055,0,,-,81500,60%,,,,Active,,,,,,,,,,,,,,,,,
48631U,TM-C1U,363,0.135,0.135,0.135,-,0.135,0.135,0.19,0.11,500,,100,64370,56%,-0.002,,,Active,,,,,,,,,,,,,,,,,
48631V,TM-C1V,363,,,0.06,,-,-,0.075,0.06,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
48631W,TM-C1W,363,,,0.06,,-,-,0.095,0.03,0,,-,456815,63%,0.002,,,Active,,,,,,,,,,,,,,,,,
48631X,TM-C1X,363,0.06,0.06,0.065,-0.005,0.06,0.06,0.085,0.06,100,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
48631Y,TM-C1Y,363,,,0.095,,-,-,0.13,0.075,0,,-,307815,46%,0.001,,,Active,,,,,,,,,,,,,,,,,
48631Z,TM-C1Z,363,,,0.12,,-,-,0.13,0.105,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
48632A,TM-C2A,363,,,0.13,,-,-,0.13,0.12,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
48632B,TM-C2B,363,,,0.07,,-,-,0.07,0.07,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
48632C,TM-C2C,363,0.08,0.08,0.075,+0.005,0.08,0.08,0.075,0.04,492,,100,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0101,TMCLIFE,162,0.42,0.43,0.43,-,0.43,0.42,0.555,0.365,635,0.44%,39,156220,50%,0.001,0.21,207.71,Active,,,,,,,,,,,,,,,,,
5330,TMK,102,1.37,1.36,1.36,-,1.39,1.34,2.03,0.995,5323,4.04%,35,1556975,59%,0.057,50,12.18,Active,,,,,,,,,,,,,,,,,
5330CA,TMK-CA,302,0.05,0.055,0.055,-,0.055,0.05,0.095,0.05,240,,50,-,0%,,,,Active,,,,,,,,,,,,,,,,,
5330CB,TMK-CB,302,0.125,0.125,0.12,+0.005,0.13,0.125,0.165,0.045,1556,,77,235115,62%,0.015,,,Active,,,,,,,,,,,,,,,,,
5330CC,TMK-CC,302,0.125,0.125,0.13,-0.005,0.125,0.125,0.175,0.08,1339,,-,-,63%,,,,Active,,,,,,,,,,,,,,,,,
8397,TNLOGIS,164,0.84,0.845,0.845,-,0.845,0.84,0.895,0.61,1084,2.18%,40,460665,63%,0.025,7.88,10.51,Active,,,,,,,,,,,,,,,,,
7230,TOMEI,101,1.8,1.78,1.81,-0.03,1.8,1.77,1.86,1.42,5417,,54,203990,55%,0.025,42.93,4,Active,,,,,,,,,,,,,,,,,
7285,TOMYPAK,102,0.33,0.285,0.325,-0.04,0.335,0.28,0.36,0.255,75283,,77,909480,70%,0.003,-4.47,,Active,,,,,,,,,,,,,,,,,
5010,TONGHER,102,1.46,1.5,1.46,+0.040,1.5,1.44,1.9,1.32,156,5.00%,-,8220,45%,-0.009,1.15,30.34,Active,,,,,,,,,,,,,,,,,
7113,TOPGLOV,162,0.68,0.675,0.67,+0.005,0.7,0.665,1.44,0.57,1132989,0.71%,44,21785095,77%,-0.002,1.36,43.37,Active,,,,,,,,,,,,,,,,,
71134U,TOPGLOV-C4U,362,,,0.005,,-,-,0.08,0.005,0,,-,738175,36%,-0.007,,,Active,,,,,,,,,,,,,,,,,
