,,,,,,,,,,,,,,,,,Code,Stock,Sector,Open,Last,Prv Close,Chg,High,Low,Y-High,Y-Low,Vol,DY*,B%,Vol MA (20),RSI (14),"MACD (26, 12)",EPS*,P/E,Status
6888,AXIATA,163,2.63,2.58,2.64,-0.06,2.63,2.57,2.74,1.63,90791,3.88%,62,5032290,40%,0.02,10.3,14.82,Active,,,,,,,,,,,,,,,,,
68881M,AXIATA-C1M,363,,,0.235,,-,-,0.26,0.085,0,,-,134390,56%,0.03,,,Active,,,,,,,,,,,,,,,,,
68881N,AXIATA-C1N,363,0.265,0.255,0.28,-0.025,0.265,0.255,0.335,0.075,650,,69,135395,51%,0.008,,,Active,,,,,,,,,,,,,,,,,
68881O,AXIATA-C1O,363,,,0.09,,-,-,0.15,0.06,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
68881P,AXIATA-C1P,363,,,0.18,,-,-,0.215,0.18,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
68881Q,AXIATA-C1Q,363,,,0.175,,-,-,0.195,0.09,0,,-,-,64%,,,,Active,,,,,,,,,,,,,,,,,
68881R,AXIATA-C1R,363,,,0.155,,-,-,0.19,0.13,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
68881S,AXIATA-C1S,363,,,0.1,,-,-,0.125,0.1,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
68881T,AXIATA-C1T,363,,,0.11,,-,-,0.14,0.11,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
68881U,AXIATA-C1U,363,0.06,0.055,0.065,-0.01,0.06,0.055,0.065,0.03,550,,18,-,80%,,,,Active,,,,,,,,,,,,,,,,,
5106,AXREIT,150,2.1,2.11,2.1,+0.010,2.11,2.07,2.13,1.71,84726,4.39%,62,3505785,69%,0.015,11.8,20.3,Active,,,,,,,,,,,,,,,,,
7120,AXTERIA,120,,,0.095,,-,-,0.13,0.08,0,,-,480330,56%,0.002,-1049.1,,Active,,,,,,,,,,,,,,,,,
2305,AYER,120,,,7.48,,-,-,9,6.51,0,,-,2980,62%,0.118,49.33,15.16,Active,,,,,,,,,,,,,,,,,
5021,AYS,102,0.26,0.26,0.26,-,0.26,0.255,0.34,0.22,849,,56,70375,47%,,-1.08,,Active,,,,,,,,,,,,,,,,,
5329,AZAMJAYA,103,1.05,1.05,1.04,+0.010,1.06,1.03,1.32,0.79,4383,,77,231475,55%,,2.56,40.95,Active,,,,,,,,,,,,,,,,,
7078,AZRB,103,0.205,0.205,0.205,-,0.205,0.2,0.255,0.15,1728,,67,618230,37%,-0.006,13.86,1.59,Active,,,,,,,,,,,,,,,,,
03012,BABA,701,,,0.44,,-,-,0.44,0.44,0,,-,-,97%,,,,Active,,,,,,,,,,,,,,,,,
0736C4,BAIDU-C4,358,,,0.36,,-,-,0.41,0.095,0,,-,57695,68%,0.101,,,Active,,,,,,,,,,,,,,,,,
0736C5,BAIDU-C5,358,,,0.42,,-,-,0.465,0.055,0,,-,109650,78%,0.094,,,Active,,,,,,,,,,,,,,,,,
0736C6,BAIDU-C6,358,0.455,0.455,0.465,-0.01,0.455,0.455,0.465,0.465,39,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
4162,BAT,101,4.97,4.97,4.95,+0.020,4.99,4.92,8.26,4.16,1350,11.87%,50,266305,26%,0.022,64.1,7.75,Active,,,,,,,,,,,,,,,,,
416237,BAT-C37,301,0.04,0.045,0.035,+0.010,0.045,0.035,0.1,0.02,15267,,42,914240,27%,-0.002,,,Active,,,,,,,,,,,,,,,,,
416238,BAT-C38,301,,,0.035,,-,-,0.09,0.025,0,,-,190150,48%,,,,Active,,,,,,,,,,,,,,,,,
416239,BAT-C39,301,,,0.17,,-,-,0.24,0.135,0,,-,56435,54%,0.005,,,Active,,,,,,,,,,,,,,,,,
416240,BAT-C40,301,,,0.045,,-,-,0.055,0.045,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
5248,BAUTO,101,0.665,0.67,0.665,+0.005,0.675,0.65,2.36,0.6,25743,25.00%,65,5139545,55%,-0.003,13.35,4.68,Active,,,,,,,,,,,,,,,,,
524845,BAUTO-C45,301,,,0.005,,-,-,0.115,0.005,0,,-,1610550,29%,-0.029,,,Active,,,,,,,,,,,,,,,,,
524846,BAUTO-C46,301,,,0.005,,-,-,0.04,0.005,0,,-,1635110,33%,-0.003,,,Active,,,,,,,,,,,,,,,,,
524847,BAUTO-C47,301,,,0.005,,-,-,0.025,0.005,0,,-,210320,33%,-0.003,,,Active,,,,,,,,,,,,,,,,,
524848,BAUTO-C48,301,,,0.035,,-,-,0.075,0.025,0,,-,168690,47%,-0.007,,,Active,,,,,,,,,,,,,,,,,
524849,BAUTO-C49,301,0.03,0.035,0.03,+0.005,0.035,0.03,0.075,0.025,8000,,75,1162375,57%,,,,Active,,,,,,,,,,,,,,,,,
524850,BAUTO-C50,301,,,0.06,,-,-,0.08,0.05,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
524851,BAUTO-C51,301,,,0.15,,-,-,,,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
6602,BCB,120,0.28,0.28,0.28,-,0.285,0.27,0.36,0.26,4573,,6,32645,58%,0.002,2.19,12.02,Active,,,,,,,,,,,,,,,,,
0187,BCMALL,402,0.01,0.01,0.01,-,0.01,0.005,0.015,0.005,2446,,82,1816790,50%,,-0.44,,Active,,,,,,,,,,,,,,,,,
6173,BDB,120,0.29,0.28,0.285,-0.005,0.305,0.265,0.3,0.21,56269,,75,242665,92%,0.008,0.84,33.58,Active,,,,,,,,,,,,,,,,,
6378,BEDI,120,0.33,0.33,0.325,+0.005,0.33,0.325,0.565,0.26,1623,,88,48250,73%,,-1.48,,Active,,,,,,,,,,,,,,,,,
5190,BENALEC,103,0.095,0.09,0.095,-0.005,0.095,0.09,0.13,0.08,11021,,71,672165,60%,0.002,1.26,7.63,Active,,,,,,,,,,,,,,,,,
9814,BERTAM,120,0.11,0.11,0.11,-,0.11,0.11,0.21,0.09,2000,,40,61030,29%,-0.002,0.5,29.31,Active,,,,,,,,,,,,,,,,,
9814WA,BERTAM-WA,120,,,0.02,,-,-,0.045,0.015,0,,-,187490,50%,-0.002,,,Active,,,,,,,,,,,,,,,,,
7668,BESHOM,101,0.695,0.695,0.7,-0.005,0.7,0.69,0.905,0.58,182,5.76%,7,55935,64%,0.01,2.96,24.03,Active,,,,,,,,,,,,,,,,,
0263,BETA,402,0.46,0.455,0.46,-0.005,0.46,0.45,0.475,0.355,1455,9.34%,57,650255,76%,0.009,5.58,8.15,Active,,,,,,,,,,,,,,,,,
8133,BHIC,164,0.285,0.285,0.295,-0.01,0.285,0.28,0.465,0.21,1298,0.11%,12,315620,54%,0.007,1.34,21.26,Active,,,,,,,,,,,,,,,,,
7005,BIG,102,0.605,0.65,0.605,+0.045,0.66,0.605,0.7,0.485,3378,,66,237530,64%,0.025,7.31,8.89,Active,,,,,,,,,,,,,,,,,
5258,BIMB,110,2.28,2.24,2.28,-0.04,2.28,2.24,2.81,2.19,27226,6.75%,39,1658790,46%,-0.003,25.2,8.89,Active,,,,,,,,,,,,,,,,,
0195,BINACOM,463,0.15,0.145,0.15,-0.005,0.15,0.145,0.23,0.1,19887,,26,2937245,65%,0.007,0.47,41.86,Active,,,,,,,,,,,,,,,,,
0195WA,BINACOM-WA,463,,,0.005,,-,-,0.05,0.005,0,,-,866350,50%,,,,Active,,,,,,,,,,,,,,,,,
6998,BINTAI,102,0.065,0.07,0.065,+0.005,0.07,0.065,0.105,0.06,1127,,-,862630,33%,,-2.59,,"Active, Alert",,,,,,,,,,,,,,,,,
0179,BIOHLDG,401,0.02,0.025,0.02,+0.005,0.025,0.02,0.075,0.005,15747,,20,1208520,57%,0.001,-3.55,,Active,,,,,,,,,,,,,,,,,
0179PA,BIOHLDG-PA,401,,,0.005,,-,-,0.01,0.005,0,,-,110845,100%,,,,Active,,,,,,,,,,,,,,,,,
0179WB,BIOHLDG-WB,401,,,0.01,,-,-,0.025,0.005,0,,-,225340,50%,,,,Active,,,,,,,,,,,,,,,,,
5032,BIPORT,164,,,5.5,,-,-,6.5,5.01,0,2.73%,-,12675,59%,0.106,33.37,16.48,Active,,,,,,,,,,,,,,,,,
3239,BJASSET,120,0.3,0.3,0.3,-,0.3,0.3,0.315,0.21,2,,-,159910,43%,-0.001,-0.7,,Active,,,,,,,,,,,,,,,,,
3395,BJCORP,102,0.29,0.29,0.29,-,0.29,0.285,0.34,0.26,18212,,80,3215605,67%,0.001,-9.52,,Active,,,,,,,,,,,,,,,,,
3395LE,BJCORP-LE,502,,,0.27,,-,-,0.34,0.28,0,,-,7260,42%,-0.006,,,Active,,,,,,,,,,,,,,,,,
3395WC,BJCORP-WC,102,,,0.005,,-,-,0.035,0.005,0,,-,633660,100%,,,,Active,,,,,,,,,,,,,,,,,
5196,BJFOOD,101,0.3,0.3,0.3,-,0.305,0.295,0.53,0.27,7386,,30,359405,52%,0.001,-16.48,,Active,,,,,,,,,,,,,,,,,
4219,BJLAND,101,0.28,0.28,0.28,-,0.28,0.275,0.375,0.25,7885,,15,649625,60%,-0.001,-2.1,1252.32,Active,,,,,,,,,,,,,,,,,
1899,BKAWAN,125,19.2,19.2,19.2,-,19.2,19.18,20.4,18.6,8,1.04%,75,6015,66%,0.049,76.04,10.12,Active,,,,,,,,,,,,,,,,,
5069,BLDPLNT,125,,,10.82,,-,-,12,9.9,0,,-,11990,46%,0.006,67.36,15.75,Active,,,,,,,,,,,,,,,,,
0168,BMGREEN,161,1.64,1.64,1.64,-,1.64,1.63,2,1.43,1180,1.68%,64,625895,64%,-0.004,8.91,20.65,Active,,,,,,,,,,,,,,,,,
0168WA,BMGREEN-WA,161,0.31,0.31,0.31,-,0.31,0.31,0.58,0.27,50,,100,122115,53%,-0.006,,,Active,,,,,,,,,,,,,,,,,
7195,BNASTRA,103,2.29,2.28,2.27,+0.010,2.29,2.27,2.5,1.38,34374,1.32%,18,5246650,72%,0.127,10.44,27.57,Active,,,,,,,,,,,,,,,,,
7195CA,BNASTRA-CA,303,0.195,0.2,0.2,-,0.2,0.195,0.27,0.08,330,,61,-,69%,,,,Active,,,,,,,,,,,,,,,,,
7195CB,BNASTRA-CB,303,,,0.15,,-,-,,,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
7195CC,BNASTRA-CC,303,,,0.07,,-,-,0.07,0.07,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
9288,BONIA,101,0.905,0.91,0.91,-,0.91,0.9,1.58,0.9,318,5.49%,42,19070,53%,-0.033,3.28,23.23,Active,,,,,,,,,,,,,,,,,
7036,BORNOIL,102,0.005,0.005,0.005,-,0.01,0.005,0.015,0.005,148938,,31,60895355,100%,,-2.36,,Active,,,,,,,,,,,,,,,,,
7036WC,BORNOIL-WC,102,0.005,0.005,0.005,-,0.005,0.005,0.005,0.005,600,,100,94755,100%,,,,Active,,,,,,,,,,,,,,,,,
7036WD,BORNOIL-WD,102,,,0.005,,-,-,0.01,0.005,0,,-,63770,100%,,,,Active,,,,,,,,,,,,,,,,,
7036WE,BORNOIL-WE,102,0.005,0.005,0.005,-,0.005,0.005,0.005,0.005,5160,,100,295380,100%,,,,Active,,,,,,,,,,,,,,,,,
6297,BOXPAK,102,0.365,0.365,0.39,-0.025,0.365,0.365,0.68,0.365,65,,-,15590,47%,-0.02,-9.42,,Active,,,,,,,,,,,,,,,,,
5100,BPPLAS,102,0.7,0.7,0.7,-,0.7,0.7,1.31,0.68,7219,8.57%,58,191770,46%,-0.019,7.67,9.13,Active,,,,,,,,,,,,,,,,,
5100WA,BPPLAS-WA,102,0.075,0.075,0.075,-,0.075,0.075,0.105,0.015,1,,-,20310,81%,,,,Active,,,,,,,,,,,,,,,,,
5932,BPURI,103,0.345,0.35,0.35,-,0.35,0.345,0.4,0.215,76808,,92,11133500,50%,,-2.15,,Active,,,,,,,,,,,,,,,,,
5932WB,BPURI-WB,103,,,0.135,,-,-,0.6,0.075,0,,-,62820,50%,,,,Active,,,,,,,,,,,,,,,,,
9938,BRIGHT,102,0.2,0.2,0.2,-,0.2,0.195,0.245,0.15,2350,,28,625705,58%,0.005,1.13,17.64,Active,,,,,,,,,,,,,,,,,
0740C1,BRODCOM-C1,358,,,0.15,,-,-,,,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
7221,BSLCORP,102,0.02,0.025,0.02,+0.005,0.025,0.02,0.035,0.015,2803,,-,1040155,50%,,-1.97,,Active,,,,,,,,,,,,,,,,,
7221WB,BSLCORP-WB,102,,,0.005,,-,-,0.005,0.005,0,,-,108875,100%,,,,Active,,,,,,,,,,,,,,,,,
0011,BTECH,465,0.265,0.27,0.27,-,0.27,0.265,0.33,0.235,459,3.70%,23,96535,50%,0.001,3.68,7.33,Active,,,,,,,,,,,,,,,,,
7188,BTM,102,,,0.03,,-,-,0.065,0.02,0,,-,903820,50%,,-1.71,,Active,,,,,,,,,,,,,,,,,
7188WC,BTM-WC,102,,,0.01,,-,-,0.02,0.005,0,,-,830110,50%,,,,Active,,,,,,,,,,,,,,,,,
1818,BURSA,110,8.11,8.13,8.11,+0.020,8.15,8.09,9.79,7.2,4173,5.41%,69,1822395,59%,0.07,38.3,21.32,Active,,,,,,,,,,,,,,,,,
18181A,BURSA-C1A,310,0.12,0.12,0.12,-,0.12,0.12,0.135,0.08,2688,,100,-,69%,,,,Active,,,,,,,,,,,,,,,,,
18181B,BURSA-C1B,310,0.09,0.08,0.085,-0.005,0.09,0.08,0.11,0.045,1211,,8,226225,53%,,,,Active,,,,,,,,,,,,,,,,,
18181C,BURSA-C1C,310,,,0.08,,-,-,0.09,0.055,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
18181D,BURSA-C1D,310,,,0.09,,-,-,0.09,0.09,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
18181E,BURSA-C1E,310,0.11,0.11,0.1,+0.010,0.11,0.11,0.11,0.1,1,,100,-,0%,,,,Active,,,,,,,,,,,,,,,,,
18181F,BURSA-C1F,310,,,0.11,,-,-,0.12,0.105,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
18181G,BURSA-C1G,310,,,0.055,,-,-,0.06,0.055,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
18181H,BURSA-C1H,310,,,0.085,,-,-,0.095,0.085,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
181893,BURSA-C93,310,0.035,0.035,0.045,-0.01,0.035,0.035,0.09,0.035,50,,-,35200,43%,-0.006,,,Active,,,,,,,,,,,,,,,,,
181897,BURSA-C97,310,,,0.2,,-,-,,,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
181898,BURSA-C98,310,,,0.095,,-,-,0.125,0.07,0,,-,155400,58%,0.006,,,Active,,,,,,,,,,,,,,,,,
181899,BURSA-C99,310,0.08,0.08,0.07,+0.010,0.08,0.08,0.12,0.05,300,,5,319610,55%,0.003,,,Active,,,,,,,,,,,,,,,,,
03042,BVLH,703,,,0.19,,-,-,,,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0313,BWYS,402,0.195,0.195,0.2,-0.005,0.195,0.195,0.265,0.145,84,,-,470300,22%,-0.006,0.84,26.39,Active,,,,,,,,,,,,,,,,,
054834,BYD-C34,358,,,0.02,,-,-,0.235,0.02,0,,-,53210,29%,-0.024,,,Active,,,,,,,,,,,,,,,,,
054835,BYD-C35,358,,,0.01,,-,-,0.465,0.01,0,,-,80845,34%,-0.031,,,Active,,,,,,,,,,,,,,,,,
054836,BYD-C36,358,,,0.015,,-,-,0.385,0.015,0,,-,1784315,43%,-0.013,,,Active,,,,,,,,,,,,,,,,,
054837,BYD-C37,358,,,0.03,,-,-,0.135,0.03,0,,-,423125,26%,-0.023,,,Active,,,,,,,,,,,,,,,,,
054838,BYD-C38,358,0.08,0.075,0.08,-0.005,0.08,0.075,0.15,0.065,30,,17,220160,41%,-0.004,,,Active,,,,,,,,,,,,,,,,,
05481E,BYD-H1E,358,,,-,,-,-,0.285,0.055,0,,-,54445,38%,-0.007,,,Delisted,,,,,,,,,,,,,,,,,
7174,CAB,101,0.84,0.835,0.835,-,0.84,0.81,0.86,0.435,51989,1.20%,69,2642635,78%,0.032,10.76,6.29,Active,,,,,,,,,,,,,,,,,
7174WB,CAB-WB,101,0.245,0.235,0.25,-0.015,0.25,0.225,0.255,0.1,48345,,75,1656305,85%,0.023,,,Active,,,,,,,,,,,,,,,,,
0191,CABNET,405,0.41,0.41,0.41,-,0.415,0.405,0.495,0.26,4918,,52,1356935,67%,0.031,1.29,31.75,Active,,,,,,,,,,,,,,,,,
0371,CAMAROE,401,0.155,0.155,0.155,-,0.16,0.15,0.165,0.15,30230,,61,-,0%,,,,Active,,,,,,,,,,,,,,,,,
7128,CAMRES,101,,,0.27,,-,-,0.38,0.23,0,,-,11990,50%,,1.49,19.5,Active,,,,,,,,,,,,,,,,,
5105,CANONE,102,1.78,1.78,1.78,-,1.78,1.78,2.69,1.75,50,2.25%,-,26620,36%,-0.048,-10.19,,Active,,,,,,,,,,,,,,,,,
5099,CAPITALA,101,0.91,0.9,0.91,-0.01,0.91,0.89,1.09,0.64,58067,,39,10498620,74%,0.02,-11.1,,"Active, Alert",,,,,,,,,,,,,,,,,
5099LA,CAPITALA-LA,501,0.885,0.88,0.905,-0.025,0.885,0.88,1.08,0.71,110,,78,97070,72%,0.016,,,"Active, Alert",,,,,,,,,,,,,,,,,
5099WA,CAPITALA-WA,101,0.22,0.22,0.225,-0.005,0.225,0.22,0.29,0.16,7311,,6,1633695,72%,0.005,,,"Active, Alert",,,,,,,,,,,,,,,,,
0163,CAREPLS,162,0.1,0.1,0.1,-,0.105,0.095,0.28,0.08,135309,,45,2696695,64%,-0.001,-11.15,,Active,,,,,,,,,,,,,,,,,
5257,CARIMIN,161,,,0.58,,-,-,0.86,0.53,0,3.45%,-,38775,50%,,0.72,81.81,Active,,,,,,,,,,,,,,,,,
0335,CARLORINO,401,0.145,0.14,0.145,-0.005,0.145,0.14,0.25,0.115,2116,7.14%,1,1210310,73%,0.001,1.75,8.74,Active,,,,,,,,,,,,,,,,,
2836,CARLSBG,101,16.58,16.66,16.58,+0.080,16.66,16.56,21.2,16.1,859,6.00%,51,175180,58%,-0.078,110.25,14.95,Active,,,,,,,,,,,,,,,,,
03048,CARZO,701,,,0.395,,-,-,0.4,0.395,0,,-,3835,27%,-0.481,,,Suspended,,,,,,,,,,,,,,,,,
0173,CATCHA,463,0.27,0.265,0.27,-0.005,0.27,0.26,0.4,0.23,5961,,32,500170,46%,,1.48,22.68,Active,,,,,,,,,,,,,,,,,
0173R1,CATCHA-R1,463,0.085,0.08,0.085,-0.005,0.09,0.08,0.12,0.085,9366,,11,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0574C2,CATHAY-C2,358,,,0.15,,-,-,,,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0743C1,CATL-C1,358,,,0.57,,-,-,0.67,0.19,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0743C2,CATL-C2,358,,,0.75,,-,-,0.45,0.45,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0743C3,CATL-C3,358,,,0.63,,-,-,0.63,0.43,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0339,CBHB,402,0.535,0.565,0.535,+0.030,0.57,0.53,0.555,0.2,228659,,55,16631085,83%,0.054,2.64,25.45,Active,,,,,,,,,,,,,,,,,
7076,CBIP,102,1.28,1.28,1.28,-,1.28,1.28,1.38,1,40,3.13%,20,237995,56%,0.047,-6.02,,Active,,,,,,,,,,,,,,,,,
03053,CCIB,701,,,0.32,,-,-,,,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
7035,CCK,101,1.23,1.22,1.23,-0.01,1.24,1.21,1.67,1.08,760,,44,165290,50%,0.004,12.02,10.29,Active,,,,,,,,,,,,,,,,,
6947,CDB,163,3.7,3.66,3.71,-0.05,3.7,3.66,4,3.25,14169,3.91%,32,2427740,38%,-0.01,11.73,30.92,Active,,,,,,,,,,,,,,,,,
694764,CDB-C64,363,,,0.03,,-,-,0.085,0.03,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
694765,CDB-C65,363,,,0.005,,-,-,,,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
694766,CDB-C66,363,,,0.15,,-,-,,,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
694767,CDB-C67,363,,,0.02,,-,-,0.045,0.02,0,,-,540000,20%,,,,Active,,,,,,,,,,,,,,,,,
694768,CDB-C68,363,,,0.045,,-,-,0.085,0.04,0,,-,119120,42%,,,,Active,,,,,,,,,,,,,,,,,
694769,CDB-C69,363,,,0.15,,-,-,,,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
694770,CDB-C70,363,,,0.15,,-,-,,,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
5311,CEB,102,0.29,0.285,0.29,-0.005,0.29,0.28,0.41,0.195,24846,2.35%,32,4353430,25%,-0.006,-4.6,,Active,,,,,,,,,,,,,,,,,
0238,CEKD,402,0.35,0.35,0.355,-0.005,0.35,0.35,0.49,0.3,730,5.71%,1,152945,40%,,3.51,9.43,Active,,,,,,,,,,,,,,,,,
0243,CENGILD,462,0.235,0.235,0.235,-,0.235,0.23,0.3,0.22,815,4.13%,75,351225,50%,,1.33,17.69,Active,,,,,,,,,,,,,,,,,
5195,CENSOF,105,0.215,0.21,0.215,-0.005,0.215,0.21,0.305,0.165,4911,,48,2164435,67%,0.007,0.52,31.35,Active,,,,,,,,,,,,,,,,,
8982,CEPAT,125,0.735,0.735,0.735,-,0.74,0.735,0.775,0.605,1227,2.72%,58,107845,80%,0.016,6.99,10.78,Active,,,,,,,,,,,,,,,,,
8435,CEPCO,102,1.17,1.18,1.18,-,1.18,1.17,1.25,0.92,25,,40,4920,63%,0.003,-5.19,,Active,,,,,,,,,,,,,,,,,
03024,CETECH,702,,,0.75,,-,-,0.75,0.75,0,,-,84610,42%,,,,Active,,,,,,,,,,,,,,,,,
8044,CFM,102,0.085,0.09,0.085,+0.005,0.09,0.085,0.145,0.08,2149,,100,820765,50%,,-1.82,,Active,,,,,,,,,,,,,,,,,
8044WA,CFM-WA,102,,,0.005,,-,-,0.01,0.005,0,,-,459945,50%,,,,Active,,,,,,,,,,,,,,,,,
8052,CGB,102,0.885,0.885,0.88,+0.005,0.885,0.88,0.965,0.81,56126,,9,5665715,45%,,-26.33,,Active,,,,,,,,,,,,,,,,,
8052WB,CGB-WB,102,,,0.215,,-,-,0.255,0.18,0,,-,126130,55%,,,,Active,,,,,,,,,,,,,,,,,
0291,CHB,102,0.99,0.96,0.99,-0.03,0.99,0.96,1.14,0.575,11908,1.35%,24,1003905,56%,-0.002,7.52,12.77,Active,,,,,,,,,,,,,,,,,
0372,CHEEDING,403,0.785,0.825,0.785,+0.040,0.83,0.78,0.835,0.7,127930,,58,-,0%,,,,Active,,,,,,,,,,,,,,,,,
7209,CHEETAH,101,0.13,0.115,0.11,+0.005,0.13,0.115,0.15,0.07,257,,17,2452630,41%,0.005,-3.44,,Active,,,,,,,,,,,,,,,,,
7187,CHGP,164,1.23,1.22,1.23,-0.01,1.23,1.21,2.49,1.03,39154,,100,482575,60%,0.015,3.99,62.45,Active,,,,,,,,,,,,,,,,,
5738,CHHB,120,0.185,0.185,0.19,-0.005,0.185,0.185,0.28,0.17,500,,-,173750,67%,-0.002,-37.47,,Active,,,,,,,,,,,,,,,,,
0838EA,CHINA100-MYR,656,1.355,1.36,1.355,+0.005,1.36,1.355,1.45,0.95,17,,-,37595,55%,0.027,,,Active,,,,,,,,,,,,,,,,,
0829EA,CHINAETF-MYR,656,6.17,6,6.19,-0.19,6.17,5.99,6.26,4.39,1142,,71,100610,62%,0.127,25.27,24.42,Active,,,,,,,,,,,,,,,,,
0829EB,CHINAETF-USD,656,,,1.23,,-,-,1.24,1.215,0,,-,1670,29%,-0.158,5.65,0.2,Active,,,,,,,,,,,,,,,,,
5273,CHINHIN,102,2.2,2.22,2.22,-,2.22,2.19,2.78,2.02,419,,-,174730,31%,-0.012,3.2,36.75,Active,,,,,,,,,,,,,,,,,
1929,CHINTEK,125,10.34,10.4,10.4,-,10.5,10.3,10.4,7.66,528,3.85%,91,13475,74%,0.125,95.6,10.88,Active,,,,,,,,,,,,,,,,,
5007,CHINWEL,102,0.72,0.73,0.73,-,0.73,0.72,1.03,0.7,285,1.44%,30,164870,39%,-0.009,-1.62,,Active,,,,,,,,,,,,,,,,,
5797,CHOOBEE,102,,,0.56,,-,-,0.83,0.52,0,0.89%,-,56755,55%,0.001,-13.13,,Active,,,,,,,,,,,,,,,,,
7016,CHUAN,102,0.285,0.305,0.31,-0.005,0.305,0.285,0.4,0.26,94,,21,25220,43%,-0.002,-5.28,,Active,,,,,,,,,,,,,,,,,
2828,CIHLDG,101,,,2.57,,-,-,2.86,2.34,0,7.78%,-,30230,58%,-0.037,41.87,3.76,Active,,,,,,,,,,,,,,,,,
1023,CIMB,110,7.57,7.5,7.57,-0.07,7.57,7.47,8.47,6.21,122225,6.27%,59,14784160,72%,0.113,72.27,10.2,Active,,,,,,,,,,,,,,,,,
10231X,CIMB-C1X,310,,,0.005,,-,-,0.04,0.005,0,,-,251780,33%,-0.001,,,Active,,,,,,,,,,,,,,,,,
10231Y,CIMB-C1Y,310,0.08,0.075,0.09,-0.015,0.085,0.075,0.135,0.025,12820,,51,1621060,69%,0.008,,,Active,,,,,,,,,,,,,,,,,
10231Z,CIMB-C1Z,310,0.1,0.1,0.115,-0.015,0.1,0.1,0.14,0.06,100,,-,71040,52%,0.002,,,Active,,,,,,,,,,,,,,,,,
10232A,CIMB-C2A,310,0.075,0.075,0.08,-0.005,0.075,0.075,0.115,0.045,550,,55,850370,63%,0.001,,,Active,,,,,,,,,,,,,,,,,
10232B,CIMB-C2B,310,,,0.085,,-,-,0.09,0.045,0,,-,134480,60%,0.006,,,Active,,,,,,,,,,,,,,,,,
10232C,CIMB-C2C,310,,,0.155,,-,-,0.155,0.14,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
10232D,CIMB-C2D,310,0.17,0.17,0.18,-0.01,0.17,0.17,0.185,0.095,1050,,-,139390,61%,0.013,,,Active,,,,,,,,,,,,,,,,,
10232E,CIMB-C2E,310,,,0.15,,-,-,0.165,0.1,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
10232F,CIMB-C2F,310,,,0.16,,-,-,0.16,0.13,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
10232G,CIMB-C2G,310,,,0.075,,-,-,0.075,0.075,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
7245,CITAGLB,102,0.82,0.82,0.82,-,0.82,0.815,0.955,0.685,620,1.22%,79,146880,50%,-0.002,3.54,24,Active,,,,,,,,,,,,,,,,,
7245PA,CITAGLB-PA,102,,,0.63,,-,-,1,0.63,0,,-,8010,11%,-0.182,,,Active,,,,,,,,,,,,,,,,,
7245WB,CITAGLB-WB,102,,,0.35,,-,-,0.55,0.23,0,,-,3715,51%,-0.014,,,Active,,,,,,,,,,,,,,,,,
7245WC,CITAGLB-WC,102,,,0.16,,-,-,0.25,0.095,0,,-,23050,47%,-0.004,,,Active,,,,,,,,,,,,,,,,,
7117,CJCEN,164,,,0.18,,-,-,0.275,0.13,0,,-,120670,56%,0.005,-1.3,,Active,,,,,,,,,,,,,,,,,
5336,CKI,101,0.795,0.795,0.795,-,0.795,0.775,1.11,0.775,13312,,51,844075,27%,-0.01,,,Active,,,,,,,,,,,,,,,,,
