,,,,,,,,,,,,,,,,,Code,Stock,Sector,Open,Last,Prv Close,Chg,High,Low,Y-High,Y-Low,Vol,DY*,B%,Vol MA (20),RSI (14),"MACD (26, 12)",EPS*,P/E,Status
528852,SIMEPROP-C52,320,,,0.02,,-,-,0.055,0.02,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
528853,SIMEPROP-C53,320,0.04,0.04,0.05,-0.01,0.04,0.04,0.055,0.05,1000,,100,-,0%,,,,Active,,,,,,,,,,,,,,,,,
5172,SINARAN,101,0.03,0.035,0.035,-,0.035,0.03,0.125,0.01,2372,,22,458370,40%,,-2.21,,Active,,,,,,,,,,,,,,,,,
5172WB,SINARAN-WB,101,0.015,0.015,0.015,-,0.015,0.015,0.025,0.005,600,,100,389795,43%,0.001,,,Active,,,,,,,,,,,,,,,,,
0305,SINKUNG,464,0.105,0.11,0.105,+0.005,0.11,0.105,0.18,0.1,41,,100,169890,100%,-0.001,-0.06,,Active,,,,,,,,,,,,,,,,,
9431,SJC,163,0.435,0.435,0.43,+0.005,0.435,0.415,0.515,0.165,29755,,90,5195085,51%,0.005,5.36,8.44,Active,,,,,,,,,,,,,,,,,
9431WA,SJC-WA,163,0.095,0.1,0.1,-,0.11,0.09,0.34,0.09,41013,,79,4912695,35%,-0.006,,,Active,,,,,,,,,,,,,,,,,
7115,SKBSHUT,102,0.86,0.88,0.88,-,0.9,0.86,1.02,0.595,2205,7.39%,45,912055,43%,-0.013,16.06,6.63,Active,,,,,,,,,,,,,,,,,
7155,SKPRES,102,0.755,0.755,0.755,-,0.76,0.755,1.22,0.645,3755,,35,1781495,31%,-0.032,7.59,9.95,Active,,,,,,,,,,,,,,,,,
715528,SKPRES-C28,302,0.005,0.005,0.01,-0.005,0.005,0.005,0.08,0.01,500,,-,414300,14%,,,,Active,,,,,,,,,,,,,,,,,
7155WB,SKPRES-WB,102,,,0.005,,-,-,0.025,0.005,0,,-,414180,100%,-0.001,,,Active,,,,,,,,,,,,,,,,,
7249,SKYGATE,120,0.79,0.82,0.79,+0.030,0.82,0.79,1.06,0.46,136,,74,113855,47%,0.003,1.84,58.29,Active,,,,,,,,,,,,,,,,,
5315,SKYWLD,120,0.52,0.51,0.52,-0.01,0.52,0.51,0.715,0.38,760,2.16%,3,320525,35%,-0.004,5.42,9.41,Active,,,,,,,,,,,,,,,,,
03008,SLIC,705,,,0.6,,-,-,,,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
7248,SLP,102,0.79,0.79,0.78,+0.010,0.8,0.79,0.93,0.77,80,6.01%,100,26610,27%,-0.012,4.43,17.83,Active,,,,,,,,,,,,,,,,,
0215,SLVEST,161,3.17,3.19,3.16,+0.030,3.23,3.15,3.25,1.52,49946,,57,3796275,51%,0.063,7.35,56.01,Active,,,,,,,,,,,,,,,,,
0215CN,SLVEST-CN,361,,,0.455,,-,-,0.65,0.07,0,,-,285000,56%,0.042,,,Active,,,,,,,,,,,,,,,,,
0215CO,SLVEST-CO,361,,,0.39,,-,-,0.39,0.17,0,,-,35475,60%,0.036,,,Active,,,,,,,,,,,,,,,,,
0215CP,SLVEST-CP,361,0.435,0.435,0.44,-0.005,0.455,0.435,0.455,0.15,6474,,56,264125,51%,0.024,,,Active,,,,,,,,,,,,,,,,,
0215CQ,SLVEST-CQ,361,,,0.49,,-,-,0.505,0.16,0,,-,120245,56%,0.034,,,Active,,,,,,,,,,,,,,,,,
0215CR,SLVEST-CR,361,0.225,0.22,0.225,-0.005,0.225,0.22,0.23,0.09,140,,50,1353150,74%,0.023,,,Active,,,,,,,,,,,,,,,,,
0215CS,SLVEST-CS,361,0.205,0.21,0.21,-,0.21,0.205,0.22,0.115,5342,,49,-,76%,,,,Active,,,,,,,,,,,,,,,,,
0215CT,SLVEST-CT,361,,,0.29,,-,-,0.365,0.11,0,,-,84570,50%,0.033,,,Active,,,,,,,,,,,,,,,,,
0215CU,SLVEST-CU,361,0.175,0.175,0.18,-0.005,0.185,0.175,0.195,0.04,20040,,33,869550,45%,0.012,,,Active,,,,,,,,,,,,,,,,,
0215CV,SLVEST-CV,361,0.43,0.42,0.425,-0.005,0.44,0.415,0.44,0.225,13182,,47,247250,48%,0.03,,,Active,,,,,,,,,,,,,,,,,
0215CW,SLVEST-CW,361,0.095,0.095,0.095,-,0.095,0.09,0.11,0.07,510,,8,1117695,47%,,,,Active,,,,,,,,,,,,,,,,,
0215WA,SLVEST-WA,161,2.17,2.14,2.17,-0.03,2.18,2.13,2.2,0.53,559,,26,221125,54%,0.062,,,Active,,,,,,,,,,,,,,,,,
0306,SMART,402,0.19,0.195,0.19,+0.005,0.195,0.19,0.32,0.17,4018,,99,136105,53%,,2.02,10.96,Active,,,,,,,,,,,,,,,,,
9776,SMCAP,101,0.255,0.27,0.255,+0.015,0.27,0.25,0.255,0.035,45434,,66,4902790,67%,0.031,-3.11,,Active,,,,,,,,,,,,,,,,,
0203,SMETRIC,405,0.13,0.135,0.13,+0.005,0.135,0.13,0.2,0.1,16974,,57,1065025,44%,0.002,0.88,15.24,Active,,,,,,,,,,,,,,,,,
4375,SMI,120,,,0.25,,-,-,0.495,0.23,0,,-,18615,44%,-0.013,1.98,,Active,,,,,,,,,,,,,,,,,
03023,SMILE,762,,,0.125,,-,-,0.13,0.1,0,,-,136055,36%,-0.006,,,Active,,,,,,,,,,,,,,,,,
03023W,SMILE-WA,762,,,0.005,,-,-,0.005,0.005,0,,-,209555,37%,-0.002,,,Active,,,,,,,,,,,,,,,,,
7132,SMISCOR,102,,,0.65,,-,-,0.82,0.585,0,,-,11130,37%,-0.015,7.38,4.79,Active,,,,,,,,,,,,,,,,,
0117,SMRT,405,0.645,0.635,0.645,-0.01,0.645,0.63,1.34,0.63,8698,,49,1399450,29%,-0.035,6.23,10.22,Active,,,,,,,,,,,,,,,,,
0169,SMTRACK,405,0.01,0.01,0.01,-,0.01,0.01,0.02,0.005,431,,-,558490,100%,,-1.33,,Active,,,,,,,,,,,,,,,,,
03054,SNOWFIT,701,,,0.12,,-,-,0.12,0.12,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0259,SNS,105,0.64,0.65,0.64,+0.010,0.655,0.63,0.775,0.34,116751,1.34%,55,13535690,49%,-0.001,1.87,35.95,Active,,,,,,,,,,,,,,,,,
0259CE,SNS-CE,305,,,0.035,,-,-,0.09,0.025,0,,-,747575,40%,-0.001,,,Active,,,,,,,,,,,,,,,,,
0259CG,SNS-CG,305,0.09,0.09,0.095,-0.005,0.09,0.09,0.145,0.05,250,,100,-,56%,,,,Active,,,,,,,,,,,,,,,,,
0259CH,SNS-CH,305,0.07,0.07,0.07,-,0.07,0.07,0.13,0.04,3548,,50,296670,41%,-0.003,,,Active,,,,,,,,,,,,,,,,,
0259CI,SNS-CI,305,,,0.065,,-,-,0.1,0.045,0,,-,2723790,41%,0.006,,,Active,,,,,,,,,,,,,,,,,
0259CJ,SNS-CJ,305,0.06,0.06,0.06,-,0.06,0.06,0.11,0.03,12000,,50,635670,43%,-0.001,,,Active,,,,,,,,,,,,,,,,,
0259CK,SNS-CK,305,0.065,0.07,0.065,+0.005,0.07,0.065,0.11,0.055,4030,,1,984680,42%,-0.003,,,Active,,,,,,,,,,,,,,,,,
0259CL,SNS-CL,305,0.115,0.115,0.12,-0.005,0.115,0.115,0.18,0.105,20,,50,231395,42%,-0.002,,,Active,,,,,,,,,,,,,,,,,
0259CM,SNS-CM,305,0.045,0.045,0.05,-0.005,0.045,0.045,0.085,0.05,10000,,-,718050,37%,,,,Active,,,,,,,,,,,,,,,,,
0259CN,SNS-CN,305,,,0.065,,-,-,0.075,0.065,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
5213,SNTORIA,120,0.005,0.005,0.01,-0.005,0.005,0.005,0.045,0.005,1171,,-,2932000,56%,,-14.52,,"Active, Alert",,,,,,,,,,,,,,,,,
5242,SOLID,101,0.135,0.135,0.135,-,0.135,0.135,0.2,0.13,463,,100,191295,43%,-0.001,1.29,10.5,Active,,,,,,,,,,,,,,,,,
0093,SOLUTN,405,0.08,0.08,0.075,+0.005,0.08,0.08,0.18,0.07,1210,,84,193665,33%,-0.001,-1.48,,Active,,,,,,,,,,,,,,,,,
5126,SOP,125,3.68,3.76,3.66,+0.100,3.77,3.68,3.78,2.75,4769,2.93%,58,557075,78%,0.091,50.11,7.23,Active,,,,,,,,,,,,,,,,,
5126CU,SOP-CU,325,0.085,0.085,0.08,+0.005,0.085,0.085,0.085,0.065,2163,,46,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0326,SORENTO,401,,,0.38,,-,-,0.485,0.35,0,2.63%,-,192980,67%,,3.67,12.46,Active,,,,,,,,,,,,,,,,,
065656,SP500-C56,358,0.235,0.235,0.23,+0.005,0.235,0.235,0.405,0.205,30,,100,216395,45%,0.009,,,Active,,,,,,,,,,,,,,,,,
065658,SP500-C58,358,,,0.57,,-,-,0.6,0.565,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
065660,SP500-C60,358,,,1.4,,-,-,,,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
065657,SP500-H57,358,0.035,0.03,0.045,-0.015,0.035,0.03,0.34,0.04,3052,,8,1239330,14%,-0.02,,,Active,,,,,,,,,,,,,,,,,
065659,SP500-H59,358,0.355,0.355,0.38,-0.025,0.355,0.355,0.395,0.37,500,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
065661,SP500-H61,358,0.5,0.5,0.52,-0.02,0.5,0.5,0.535,0.5,50,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
0216,SPRING,401,0.135,0.135,0.135,-,0.135,0.135,0.215,0.125,198,3.70%,-,87770,44%,-0.004,2.22,6.07,Active,,,,,,,,,,,,,,,,,
7103,SPRITZER,101,2.76,2.74,2.76,-0.02,2.81,2.74,3.15,1.38,7424,1.46%,33,1701960,67%,0.193,22.31,24.61,Active,,,,,,,,,,,,,,,,,
8664,SPSETIA,120,0.825,0.815,0.825,-0.01,0.835,0.81,1.5,0.805,92578,3.53%,47,16406815,37%,-0.041,10.16,6.47,Active,,,,,,,,,,,,,,,,,
86641A,SPSETIA-C1A,320,0.01,0.01,0.035,-0.025,0.01,0.01,0.05,0.005,1457,,100,718635,83%,,,,Active,,,,,,,,,,,,,,,,,
86641B,SPSETIA-C1B,320,,,0.01,,-,-,0.02,0.01,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
86641C,SPSETIA-C1C,320,0.035,0.035,0.035,-,0.035,0.035,0.065,0.03,1101,,54,-,0%,,,,Active,,,,,,,,,,,,,,,,,
86641D,SPSETIA-C1D,320,,,0.05,,-,-,0.055,0.05,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
866495,SPSETIA-C95,320,,,0.02,,-,-,0.06,0.02,0,,-,907345,17%,,,,Active,,,,,,,,,,,,,,,,,
866496,SPSETIA-C96,320,,,0.01,,-,-,0.13,0.01,0,,-,-,24%,,,,Active,,,,,,,,,,,,,,,,,
866497,SPSETIA-C97,320,,,0.005,,-,-,0.135,0.005,0,,-,1038350,100%,-0.012,,,Active,,,,,,,,,,,,,,,,,
866498,SPSETIA-C98,320,,,0.01,,-,-,0.095,0.01,0,,-,495760,100%,-0.013,,,Active,,,,,,,,,,,,,,,,,
866499,SPSETIA-C99,320,0.005,0.005,0.005,-,0.005,0.005,0.06,0.005,1000,,-,500650,20%,-0.006,,,Active,,,,,,,,,,,,,,,,,
8664HE,SPSETIA-HE,320,0.15,0.155,0.15,+0.005,0.155,0.15,0.16,0.04,3450,,97,212310,86%,0.025,,,Active,,,,,,,,,,,,,,,,,
8664PA,SPSETIA-PA,120,0.96,0.96,0.96,-,0.96,0.96,0.99,0.92,636,,21,65870,50%,-0.001,,,Active,,,,,,,,,,,,,,,,,
8664PC,SPSETIA-PC,120,,,0.42,,-,-,0.705,0.38,0,,-,13460,45%,-0.024,,,Active,,,,,,,,,,,,,,,,,
1562,SPTOTO,101,1.37,1.39,1.37,+0.020,1.39,1.36,1.6,1.28,20422,5.76%,84,897440,40%,-0.007,17.66,7.91,Active,,,,,,,,,,,,,,,,,
0129,SRIDGE,463,0.275,0.265,0.275,-0.01,0.275,0.265,0.65,0.165,33791,,39,3553160,64%,0.009,1.12,43.17,Active,,,,,,,,,,,,,,,,,
0045,SSB8,403,0.58,0.56,0.58,-0.02,0.585,0.555,0.67,0.375,25938,1.79%,34,1915455,38%,0.002,1.77,29.12,Active,,,,,,,,,,,,,,,,,
0287,SSF,401,0.395,0.405,0.4,+0.005,0.405,0.395,0.42,0.32,12893,1.23%,98,1612760,65%,0.005,0.74,54.91,Active,,,,,,,,,,,,,,,,,
5665,SSTEEL,102,0.43,0.43,0.43,-,0.44,0.43,0.595,0.29,665,,75,171410,63%,0.007,-9.37,,Active,,,,,,,,,,,,,,,,,
6084,STAR,163,0.375,0.375,0.375,-,0.375,0.37,0.45,0.375,3619,,48,187740,33%,-0.002,9.22,4.15,Active,,,,,,,,,,,,,,,,,
0080,STRAITS,464,0.075,0.08,0.08,-,0.08,0.075,0.105,0.065,2235,,2,343395,100%,,0.84,11.71,Active,,,,,,,,,,,,,,,,,
6904,SUBUR,102,,,0.68,,-,-,0.84,0.51,0,,-,28475,81%,0.015,1.7,52.15,Active,,,,,,,,,,,,,,,,,
7207,SUCCESS,102,0.64,0.635,0.64,-0.005,0.64,0.62,0.78,0.565,1271,4.88%,3,99835,47%,0.004,4.5,16.25,Active,,,,,,,,,,,,,,,,,
0349,SUMI,402,0.1,0.1,0.1,-,0.105,0.1,0.205,0.095,14094,,27,2448920,25%,-0.006,313,8.42,Active,,,,,,,,,,,,,,,,,
5263,SUNCON,103,5.59,5.66,5.6,+0.060,5.69,5.59,6.58,3.26,9070,1.50%,54,2203860,33%,-0.097,14.5,37.92,Active,,,,,,,,,,,,,,,,,
526333,SUNCON-C33,303,,,0.135,,-,-,0.255,0.1,0,,-,57870,33%,,,,Active,,,,,,,,,,,,,,,,,
526334,SUNCON-C34,303,,,0.225,,-,-,0.35,0.165,0,,-,60900,36%,-0.009,,,Active,,,,,,,,,,,,,,,,,
526336,SUNCON-C36,303,0.16,0.16,0.155,+0.005,0.165,0.16,0.31,0.12,150,,47,346755,19%,-0.018,,,Active,,,,,,,,,,,,,,,,,
526337,SUNCON-C37,303,,,0.225,,-,-,0.395,0.17,0,,-,59190,33%,-0.01,,,Active,,,,,,,,,,,,,,,,,
526338,SUNCON-C38,303,,,0.085,,-,-,0.22,0.08,0,,-,51125,22%,-0.019,,,Active,,,,,,,,,,,,,,,,,
526339,SUNCON-C39,303,0.15,0.155,0.15,+0.005,0.16,0.15,0.335,0.125,6985,,48,671085,29%,-0.02,,,Active,,,,,,,,,,,,,,,,,
526340,SUNCON-C40,303,,,0.14,,-,-,0.275,0.135,0,,-,-,47%,,,,Active,,,,,,,,,,,,,,,,,
526341,SUNCON-C41,303,,,0.055,,-,-,0.09,0.035,0,,-,256270,54%,-0.005,,,Active,,,,,,,,,,,,,,,,,
526342,SUNCON-C42,303,0.065,0.065,0.065,-,0.065,0.065,0.165,0.065,8000,,50,295450,12%,-0.013,,,Active,,,,,,,,,,,,,,,,,
526343,SUNCON-C43,303,0.055,0.055,0.055,-,0.055,0.055,0.135,0.055,20,,100,71870,6%,-0.008,,,Active,,,,,,,,,,,,,,,,,
526344,SUNCON-C44,303,0.02,0.02,0.02,-,0.025,0.02,0.125,0.02,11475,,42,812580,18%,-0.012,,,Active,,,,,,,,,,,,,,,,,
526345,SUNCON-C45,303,0.06,0.06,0.065,-0.005,0.06,0.06,0.185,0.06,2214,,59,354770,20%,-0.014,,,Active,,,,,,,,,,,,,,,,,
526346,SUNCON-C46,303,,,0.09,,-,-,0.18,0.09,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
526347,SUNCON-C47,303,0.075,0.075,0.085,-0.01,0.075,0.075,0.2,0.08,20,,100,908935,13%,-0.027,,,Active,,,,,,,,,,,,,,,,,
526348,SUNCON-C48,303,0.145,0.145,0.15,-0.005,0.145,0.145,0.255,0.15,480,,50,223620,22%,-0.013,,,Active,,,,,,,,,,,,,,,,,
526349,SUNCON-C49,303,0.08,0.085,0.08,+0.005,0.085,0.08,0.18,0.08,16000,,25,294195,35%,-0.012,,,Active,,,,,,,,,,,,,,,,,
526350,SUNCON-C50,303,0.185,0.185,0.185,-,0.185,0.185,0.26,0.18,240,,58,-,0%,,,,Active,,,,,,,,,,,,,,,,,
526351,SUNCON-C51,303,0.045,0.04,0.04,-,0.045,0.04,0.105,0.04,531,,6,101185,29%,,,,Active,,,,,,,,,,,,,,,,,
0345,SUNLOGY,403,0.32,0.32,0.32,-,0.32,0.31,0.465,0.195,5386,,34,1848495,37%,-0.011,2.2,14.55,Active,,,,,,,,,,,,,,,,,
03050,SUNMOW,703,1.06,1.06,1.15,-0.09,1.06,1.06,2,1,50,,-,28900,44%,-0.045,,,Active,,,,,,,,,,,,,,,,,
030501,SUNMOW-PA,703,,,0.425,,-,-,0.425,0.425,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
030502,SUNMOW-WA,703,,,0.765,,-,-,1.55,1.55,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
5176,SUNREIT,150,2.14,2.14,2.14,-,2.15,2.13,2.32,1.65,54038,4.67%,25,3848010,39%,-0.012,15.02,13.97,Active,,,,,,,,,,,,,,,,,
3743,SUNSURIA,120,0.44,0.44,0.44,-,0.445,0.435,0.545,0.355,3933,4.55%,58,277065,80%,0.012,2.78,7.42,Active,,,,,,,,,,,,,,,,,
0262,SUNVIEW,461,0.385,0.385,0.385,-,0.385,0.38,0.495,0.335,13048,,69,1493120,67%,,1.17,34.48,Active,,,,,,,,,,,,,,,,,
5211,SUNWAY,102,5.51,5.38,5.47,-0.09,5.51,5.37,5.93,3.93,56161,1.12%,37,5405170,48%,-0.016,16.74,26.5,Active,,,,,,,,,,,,,,,,,
521140,SUNWAY-C40,302,0.19,0.19,0.2,-0.01,0.19,0.19,0.27,0.08,599,,100,562370,35%,0.005,,,Active,,,,,,,,,,,,,,,,,
521141,SUNWAY-C41,302,,,0.085,,-,-,0.165,0.065,0,,-,833555,19%,-0.01,,,Active,,,,,,,,,,,,,,,,,
521142,SUNWAY-C42,302,,,0.21,,-,-,0.23,0.125,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
521143,SUNWAY-C43,302,,,0.155,,-,-,0.215,0.1,0,,-,618410,30%,-0.004,,,Active,,,,,,,,,,,,,,,,,
521144,SUNWAY-C44,302,0.11,0.1,0.115,-0.015,0.11,0.1,0.17,0.07,16000,,69,351885,31%,-0.003,,,Active,,,,,,,,,,,,,,,,,
521145,SUNWAY-C45,302,0.27,0.25,0.275,-0.025,0.27,0.25,0.385,0.15,11355,,14,626365,48%,-0.006,,,Active,,,,,,,,,,,,,,,,,
521146,SUNWAY-C46,302,,,0.175,,-,-,0.19,0.165,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
521147,SUNWAY-C47,302,0.13,0.13,0.14,-0.01,0.13,0.13,0.215,0.13,20,,50,-,48%,,,,Active,,,,,,,,,,,,,,,,,
521148,SUNWAY-C48,302,0.1,0.095,0.11,-0.015,0.1,0.095,0.19,0.05,500,,40,221240,35%,-0.002,,,Active,,,,,,,,,,,,,,,,,
521149,SUNWAY-C49,302,0.03,0.035,0.04,-0.005,0.035,0.03,0.09,0.03,805,,6,618320,25%,,,,Active,,,,,,,,,,,,,,,,,
521150,SUNWAY-C50,302,,,0.09,,-,-,0.09,0.085,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
521151,SUNWAY-C51,302,0.085,0.085,0.09,-0.005,0.085,0.085,0.14,0.08,8000,,50,-,0%,,,,Active,,,,,,,,,,,,,,,,,
521152,SUNWAY-C52,302,0.12,0.11,0.12,-0.01,0.12,0.11,0.16,0.11,11634,,32,-,25%,,,,Active,,,,,,,,,,,,,,,,,
521153,SUNWAY-C53,302,0.09,0.085,0.095,-0.01,0.09,0.085,0.12,0.085,5030,,50,-,0%,,,,Active,,,,,,,,,,,,,,,,,
5211PA,SUNWAY-PA,102,5.4,5.36,5.42,-0.06,5.4,5.36,5.82,3.78,462,,-,372620,26%,-0.014,,,Active,,,,,,,,,,,,,,,,,
0148,SUNZEN,401,,,0.275,,-,-,0.35,0.26,0,,-,617505,53%,0.001,0.37,79.3,Active,,,,,,,,,,,,,,,,,
0148WC,SUNZEN-WC,401,,,0.065,,-,-,0.12,0.06,0,,-,758480,56%,,,,Active,,,,,,,,,,,,,,,,,
7235,SUPERLN,102,0.725,0.73,0.735,-0.005,0.73,0.715,1.04,0.665,393,3.77%,54,32410,48%,-0.003,7.81,9.43,Active,,,,,,,,,,,,,,,,,
7106,SUPERMX,162,0.455,0.46,0.455,+0.005,0.465,0.455,1.35,0.45,28696,,63,10146335,29%,-0.005,-5.2,,Active,,,,,,,,,,,,,,,,,
71064O,SUPERMX-C4O,362,,,0.005,,-,-,0.11,0.005,0,,-,2310895,33%,-0.007,,,Active,,,,,,,,,,,,,,,,,
71064T,SUPERMX-C4T,362,,,0.02,,-,-,0.06,0.02,0,,-,-,17%,,,,Active,,,,,,,,,,,,,,,,,
71064V,SUPERMX-C4V,362,,,0.005,,-,-,0.065,0.005,0,,-,116070,25%,,,,Active,,,,,,,,,,,,,,,,,
71064W,SUPERMX-C4W,362,,,0.015,,-,-,0.065,0.01,0,,-,1219970,40%,-0.012,,,Active,,,,,,,,,,,,,,,,,
71064X,SUPERMX-C4X,362,,,0.005,,-,-,0.05,0.005,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
71064Y,SUPERMX-C4Y,362,,,0.005,,-,-,0.05,0.005,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
71064Z,SUPERMX-C4Z,362,,,0.005,,-,-,0.085,0.005,0,,-,773095,42%,-0.006,,,Active,,,,,,,,,,,,,,,,,
71065A,SUPERMX-C5A,362,,,0.025,,-,-,0.08,0.025,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
71065B,SUPERMX-C5B,362,,,0.005,,-,-,0.04,0.005,0,,-,623945,50%,-0.002,,,Active,,,,,,,,,,,,,,,,,
71065C,SUPERMX-C5C,362,,,0.03,,-,-,0.095,0.03,0,,-,-,29%,,,,Active,,,,,,,,,,,,,,,,,
71065D,SUPERMX-C5D,362,0.02,0.02,0.02,-,0.02,0.02,0.05,0.015,10000,,50,184480,43%,-0.003,,,Active,,,,,,,,,,,,,,,,,
71065E,SUPERMX-C5E,362,,,0.045,,-,-,0.045,0.03,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
71065F,SUPERMX-C5F,362,,,0.03,,-,-,0.04,0.025,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
71065G,SUPERMX-C5G,362,0.04,0.04,0.04,-,0.04,0.04,0.075,0.035,3120,,65,938835,42%,,,,Active,,,,,,,,,,,,,,,,,
7106WA,SUPERMX-WA,162,0.135,0.135,0.135,-,0.14,0.135,0.275,0.125,68,,61,364880,44%,-0.003,,,Active,,,,,,,,,,,,,,,,,
0330,SUPREME,401,0.22,0.215,0.225,-0.01,0.22,0.2,0.415,0.18,2824,13.58%,7,714880,60%,0.001,2.78,9.23,Active,,,,,,,,,,,,,,,,,
6521,SURIA,164,1.59,1.6,1.6,-,1.6,1.59,2.05,1.38,220,1.88%,100,16220,53%,0.002,9.68,16.53,Active,,,,,,,,,,,,,,,,,
5303,SWIFT,164,0.37,0.375,0.385,-0.01,0.38,0.37,0.48,0.345,1642,4.27%,7,205790,46%,-0.004,4.57,7.93,Active,,,,,,,,,,,,,,,,,
5135,SWKPLNT,125,3,3,3,-,3.04,3,3,2.18,726,6.67%,69,108745,87%,0.046,32.98,9.04,Active,,,,,,,,,,,,,,,,,
7186,SWSCAP,101,,,0.135,,-,-,0.21,0.1,0,,-,73315,100%,-0.001,-1.17,,Active,,,,,,,,,,,,,,,,,
9717,SYCAL,103,0.165,0.165,0.17,-0.005,0.18,0.165,0.205,0.14,1588,,17,89720,50%,-0.001,0.05,199.69,Active,,,,,,,,,,,,,,,,,
5173,SYGROUP,164,0.9,0.91,0.9,+0.010,0.915,0.9,0.95,0.65,3208,,55,640770,67%,0.019,14.59,5.91,Active,,,,,,,,,,,,,,,,,
5173CG,SYGROUP-CG,364,,,0.085,,-,-,0.1,0.06,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
1538,SYMLIFE,120,0.17,0.185,0.185,-,0.185,0.17,0.34,0.15,551,,-,55760,50%,-0.003,-1.22,,Active,,,,,,,,,,,,,,,,,
1538WC,SYMLIFE-WC,120,,,0.045,,-,-,0.085,0.045,0,,-,165235,50%,-0.001,,,Active,,,,,,,,,,,,,,,,,
0279,SYNERGY,401,0.37,0.37,0.365,+0.005,0.375,0.37,1.36,0.33,1521,4.43%,6,158780,21%,-0.006,5.57,6.65,Active,,,,,,,,,,,,,,,,,
0050,SYSTECH,405,0.19,0.185,0.19,-0.005,0.195,0.185,0.335,0.125,22867,,52,7385525,59%,0.005,-1.17,,Active,,,,,,,,,,,,,,,,,
0050WA,SYSTECH-WA,405,0.07,0.06,0.07,-0.01,0.07,0.06,0.115,0.025,40143,,23,5936325,71%,0.009,,,Active,,,,,,,,,,,,,,,,,
7228,T7GLOBAL,161,0.305,0.31,0.305,+0.005,0.32,0.3,0.515,0.225,67139,,63,3907035,75%,0.011,5.73,6.34,Active,,,,,,,,,,,,,,,,,
7228WC,T7GLOBAL-WC,161,0.05,0.055,0.055,-,0.055,0.05,0.185,0.03,219,,100,133285,55%,0.002,,,Active,,,,,,,,,,,,,,,,,
7228WD,T7GLOBAL-WD,161,0.05,0.05,0.045,+0.005,0.05,0.045,0.13,0.03,3029,,66,487650,60%,0.002,,,Active,,,,,,,,,,,,,,,,,
5012,TAANN,125,4.21,4.22,4.24,-0.02,4.23,4.21,4.67,3.65,125,8.29%,24,149555,53%,0.017,41.69,8.11,Active,,,,,,,,,,,,,,,,,
5012C1,TAANN-C1,325,,,0.06,,-,-,0.13,0.06,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
7211,TAFI,101,0.51,0.535,0.515,+0.020,0.535,0.51,0.6,0.49,3226,,90,75525,37%,-0.001,4.39,12.18,Active,,,,,,,,,,,,,,,,,
7211WA,TAFI-WA,101,0.065,0.065,0.045,+0.020,0.075,0.04,0.105,0.03,1770,,100,31415,42%,-0.003,,,Active,,,,,,,,,,,,,,,,,
0241,TAGHILL,403,0.07,0.07,0.07,-,0.07,0.065,0.125,0.055,14541,,55,1511395,43%,0.001,-4.4,,Active,,,,,,,,,,,,,,,,,
0241WA,TAGHILL-WA,403,0.02,0.025,0.025,-,0.025,0.02,0.04,0.01,8408,,8,809450,50%,0.001,,,Active,,,,,,,,,,,,,,,,,
6139,TAKAFUL,110,3.08,3.07,3.08,-0.01,3.09,3.07,4.16,3.01,5761,5.54%,45,861935,38%,-0.007,45.16,7.08,Active,,,,,,,,,,,,,,,,,
6139C1,TAKAFUL-C1,310,,,0.025,,-,-,0.08,0.025,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,
6139C2,TAKAFUL-C2,310,,,0.01,,-,-,0.05,0.005,0,,-,628425,25%,-0.003,,,Active,,,,,,,,,,,,,,,,,
2259,TALAMT,120,0.125,0.135,0.13,+0.005,0.135,0.125,0.16,0.02,14392,,41,385625,40%,-0.001,-0.3,,Active,,,,,,,,,,,,,,,,,
8524,TALIWRK,165,0.525,0.525,0.525,-,0.53,0.525,0.805,0.5,2569,8.57%,45,485160,38%,-0.001,3.63,10.32,Active,,,,,,,,,,,,,,,,,
