Code,Stock,Sector,Open,Last,Prv Close,Chg,High,Low,Y-High,Y-Low,Vol,DY*,B%,Vol MA (20),RSI (14),"MACD (26,12)",EPS*,P/E,Status
"=""7579WB""",AWC-WB,Industrial & Consumer Products,0.195,0.19,0.195,-0.005,0.195,0.190,0.23,0.15,2707,,50,1549575,55%,,,,Active
"=""6888""",AXIATA,Industrial & Consumer Products,2.33,2.31,2.330,-0.020,2.360,2.290,2.79,1.63,60822,4.33%,64,8017230,44%,-0.057,10.3,13.27,Active
"=""68881P""",AXIATA-C1P,Technology,0.07,0.065,0.070,-0.005,0.070,0.065,0.215,0.05,4260,,47,447800,38%,-0.022,,,Active
"=""68881S""",AXIATA-C1S,Technology,,,0.025,,-,-,0.125,0.025,0,,-,86600,15%,-0.014,,,Active
"=""68881T""",AXIATA-C1T,Technology,,,0.040,,-,-,0.14,0.04,0,,-,42150,100%,-0.014,,,Active
"=""68881U""",AXIATA-C1U,Technology,,,0.005,,-,-,0.085,0.005,0,,-,308000,20%,-0.006,,,Active
"=""68881V""",AXIATA-C1V,Technology,,,0.030,,-,-,0.105,0.025,0,,-,288660,25%,-0.013,,,Active
"=""68881W""",AXIATA-C1W,Technology,,,0.010,,-,-,0.01,0.005,0,,-,-,0%,,,,Active
"=""68881X""",AXIATA-C1X,Technology,0.06,0.06,0.060,-,0.065,0.060,0.155,0.045,9310,,51,1235185,35%,-0.016,,,Active
"=""68881Y""",AXIATA-C1Y,Technology,0.06,0.06,0.065,-0.005,0.065,0.060,0.09,0.045,3000,,50,-,0%,,,,Active
"=""5106""",AXREIT,Industrial & Consumer Products,2.06,2.06,2.060,-,2.070,2.040,2.24,1.71,12357,5.12%,30,1969595,67%,0.023,13.96,14.79,Active
"=""7120""",AXTERIA,Industrial & Consumer Products,0.11,0.105,0.105,-,0.110,0.105,0.13,0.08,700,,4,951360,50%,0.003,-1049.1,,Active
"=""2305""",AYER,Industrial & Consumer Products,,,7.410,,-,-,9.0,6.51,0,,-,1180,69%,0.035,49.33,15.02,Active
"=""5021""",AYS,Industrial & Consumer Products,0.21,0.215,0.210,+0.005,0.215,0.210,0.285,0.21,250,,1,76250,22%,-0.004,-1.08,,Active
"=""5329""",AZAMJAYA,Industrial & Consumer Products,1.0,1.06,1.030,+0.030,1.070,1.000,1.2,0.91,1154,,94,680290,50%,-0.01,2.56,41.34,Active
"=""7078""",AZRB,Industrial & Consumer Products,0.145,0.145,0.145,-,0.145,0.145,0.255,0.14,390,,-,239025,45%,-0.002,13.86,1.12,Active
"=""03012""",BABA,Utilities,,,0.440,,-,-,0.44,0.44,0,,-,-,97%,,,,Active
"=""0736C6""",BAIDU-C6,Technology,,,0.700,,-,-,0.7,0.26,0,,-,-,0%,,,,Active
"=""0736C7""",BAIDU-C7,Technology,0.12,0.12,0.140,-0.020,0.120,0.120,0.23,0.08,5000,,50,1131545,42%,,,,Active
"=""4162""",BAT,Industrial & Consumer Products,6.1,6.1,6.150,-0.050,6.480,6.080,7.33,4.16,17925,10.41%,51,461515,89%,0.184,70.9,8.6,Active
"=""416238""",BAT-C38,Technology,0.15,0.11,0.110,-,0.155,0.110,0.115,0.005,9970,,16,340365,73%,-0.001,,,Active
"=""416239""",BAT-C39,Technology,,,0.185,,-,-,0.29,0.045,0,,-,91235,76%,0.001,,,Active
"=""416240""",BAT-C40,Technology,0.035,0.035,0.040,-0.005,0.045,0.030,0.065,0.02,47718,,77,-,42%,,,,Active
"=""416241""",BAT-C41,Technology,0.16,0.165,0.155,+0.010,0.225,0.150,0.16,0.015,104610,,53,3054180,88%,0.01,,,Active
"=""416242""",BAT-C42,Technology,0.4,0.4,0.410,-0.010,0.475,0.395,0.42,0.135,22901,,45,272260,88%,0.028,,,Active
"=""5248""",BAUTO,Industrial & Consumer Products,0.825,0.845,0.825,+0.020,0.855,0.815,1.32,0.5,47538,19.82%,77,5500090,57%,0.026,13.35,5.9,Active
"=""524845""",BAUTO-C45,Technology,,,-,,-,-,0.115,0.005,0,,-,1605300,37%,-0.028,,,Delisted
"=""524846""",BAUTO-C46,Technology,,,0.005,,-,-,0.04,0.005,0,,-,1527830,40%,-0.003,,,Active
"=""524847""",BAUTO-C47,Technology,,,0.005,,-,-,0.025,0.005,0,,-,185625,100%,-0.002,,,Active
"=""524848""",BAUTO-C48,Technology,0.035,0.045,0.040,+0.005,0.045,0.035,0.075,0.01,9346,,98,1347065,54%,0.001,,,Active
"=""524849""",BAUTO-C49,Technology,0.075,0.075,0.065,+0.010,0.075,0.075,0.08,0.01,353,,-,143375,63%,0.009,,,Active
"=""524850""",BAUTO-C50,Technology,0.105,0.105,0.105,-,0.105,0.105,0.13,0.02,50,,20,154120,55%,0.008,,,Active
"=""524851""",BAUTO-C51,Technology,0.1,0.115,0.100,+0.015,0.115,0.100,0.125,0.02,7953,,45,965515,54%,0.008,,,Active
"=""524852""",BAUTO-C52,Technology,0.1,0.115,0.100,+0.015,0.115,0.100,0.125,0.035,428,,7,285250,50%,0.01,,,Active
"=""524853""",BAUTO-C53,Technology,,,0.140,,-,-,0.155,0.045,0,,-,-,0%,,,,Active
"=""524854""",BAUTO-C54,Technology,0.25,0.275,0.255,+0.020,0.280,0.245,0.29,0.145,2176,,27,655025,57%,0.017,,,Active
"=""524855""",BAUTO-C55,Technology,0.045,0.05,-,-0.100,0.050,0.045,,,20060,,-,-,0%,,,,New
"=""6602""",BCB,Industrial & Consumer Products,0.26,0.265,0.260,+0.005,0.265,0.260,0.325,0.25,591,,-,26725,50%,-0.001,2.19,11.38,Active
"=""0187""",BCMALL,Property,0.005,0.01,0.010,-,0.010,0.005,0.01,0.005,99,,100,293640,50%,,-0.44,,Active
"=""6173""",BDB,Industrial & Consumer Products,,,0.240,,-,-,0.33,0.21,0,,-,83670,43%,-0.003,0.84,28.78,Active
"=""6378""",BEDI,Industrial & Consumer Products,0.305,0.315,0.310,+0.005,0.315,0.305,0.41,0.26,2064,,35,71605,55%,,-1.48,,Active
"=""5190""",BENALEC,Industrial & Consumer Products,0.075,0.07,0.075,-0.005,0.075,0.070,0.11,0.07,11943,,25,274630,50%,-0.001,1.26,5.94,Active
"=""03068""",BENTLEY,Utilities,,,0.180,,-,-,0.18,0.15,0,,-,-,0%,,,,Active
"=""9814""",BERTAM,Industrial & Consumer Products,0.105,0.105,0.105,-,0.105,0.105,0.21,0.09,40,,-,805255,53%,,0.5,27.97,Active
"=""9814WA""",BERTAM-WA,Industrial & Consumer Products,,,0.015,,-,-,0.045,0.01,0,,-,192125,50%,-0.001,,,Active
"=""7668""",BESHOM,Industrial & Consumer Products,0.62,0.615,0.620,-0.005,0.620,0.600,0.825,0.58,565,6.50%,2,65590,50%,-0.001,2.96,21.27,Active
"=""0263""",BETA,Property,0.51,0.545,0.510,+0.035,0.550,0.510,0.54,0.355,56075,7.80%,70,734785,52%,0.002,5.58,9.85,Active
"=""8133""",BHIC,Industrial & Consumer Products,0.455,0.45,0.450,-,0.460,0.450,0.455,0.2,14920,0.07%,56,888915,73%,0.018,1.34,33.56,Active
"=""7005""",BIG,Industrial & Consumer Products,,,0.540,,-,-,0.66,0.485,0,,-,14445,65%,-0.001,7.31,7.39,Active
"=""5258""",BIMB,Industrial & Consumer Products,2.51,2.54,2.510,+0.030,2.550,2.510,2.6,2.19,114074,5.95%,63,2050820,61%,0.041,25.2,10.08,Active
"=""0195""",BINACOM,Property,0.08,0.085,0.080,+0.005,0.085,0.080,0.19,0.075,1576,,-,991470,25%,-0.005,0.47,24.54,Active
"=""6998""",BINTAI,Industrial & Consumer Products,0.105,0.115,0.105,+0.010,0.120,0.105,0.11,0.06,234101,,81,5739580,75%,0.007,-2.59,,"Active, Alert"
"=""0179""",BIOHLDG,Property,0.015,0.015,0.015,-,0.015,0.015,0.065,0.005,5149,,-,1041165,50%,,-3.55,,Active
"=""0179PA""",BIOHLDG-PA,Property,,,0.005,,-,-,0.01,0.005,0,,-,111015,100%,,,,Active
"=""0179WB""",BIOHLDG-WB,Property,,,0.005,,-,-,0.015,0.005,0,,-,276105,50%,,,,Active
"=""5032""",BIPORT,Industrial & Consumer Products,,,5.450,,-,-,6.1,5.0,0,2.75%,-,4125,57%,0.032,33.37,16.33,Active
"=""3239""",BJASSET,Industrial & Consumer Products,0.295,0.3,0.300,-,0.300,0.295,0.315,0.21,100,,-,45040,100%,,-0.7,,Active
"=""3395""",BJCORP,Industrial & Consumer Products,0.265,0.27,0.270,-,0.270,0.265,0.305,0.26,10055,,38,2297225,50%,-0.001,-9.52,,Active
"=""3395LE""",BJCORP-LE,Telecommunications & Media,,,0.250,,-,-,0.28,0.25,0,,-,3415,36%,-0.016,,,Active
"=""3395WC""",BJCORP-WC,Industrial & Consumer Products,,,0.005,,-,-,0.015,0.005,0,,-,385860,100%,,,,Active
"=""3395WD""",BJCORP-WD,Industrial & Consumer Products,0.07,0.075,0.075,-,0.075,0.070,0.085,0.05,20795,,93,3012535,57%,,,,Active
"=""5196""",BJFOOD,Industrial & Consumer Products,0.22,0.225,0.215,+0.010,0.225,0.210,0.37,0.205,604,,6,210405,36%,-0.007,-16.48,,Active
"=""5196WB""",BJFOOD-WB,Industrial & Consumer Products,0.04,0.04,0.040,-,0.040,0.040,0.065,0.025,135,,-,307005,25%,-0.002,,,Active
"=""4219""",BJLAND,Industrial & Consumer Products,0.27,0.27,0.270,-,0.270,0.270,0.335,0.25,1203,,100,532975,33%,0.001,-2.1,1207.59,Active
"=""1899""",BKAWAN,Industrial & Consumer Products,,,19.600,,-,-,20.32,18.6,0,3.57%,-,22845,26%,-0.029,120.0,7.49,Active
"=""5069""",BLDPLNT,Industrial & Consumer Products,,,15.300,,-,-,16.5,9.9,0,,-,7310,46%,0.411,67.36,22.27,Active
"=""0168""",BMGREEN,Industrial & Consumer Products,1.46,1.44,1.440,-,1.460,1.440,1.98,1.43,654,1.91%,13,202015,20%,-0.018,8.91,18.13,Active
"=""0168WA""",BMGREEN-WA,Industrial & Consumer Products,0.15,0.145,0.145,-,0.150,0.145,0.565,0.14,650,,12,132140,30%,-0.01,,,Active
"=""0385""",BMS,Property,0.17,0.165,0.175,-0.010,0.175,0.165,0.215,0.16,6981,,20,2035795,43%,-0.004,,,Active
"=""7195""",BNASTRA,Industrial & Consumer Products,2.1,2.11,2.100,+0.010,2.120,2.090,2.5,1.6,964,1.42%,26,586215,36%,-0.01,10.44,25.51,Active
"=""7195CA""",BNASTRA-CA,Technology,,,0.100,,-,-,0.27,0.08,0,,-,1120650,43%,-0.008,,,Active
"=""7195CB""",BNASTRA-CB,Technology,0.06,0.06,0.065,-0.005,0.060,0.060,0.14,0.06,160,,100,82400,44%,-0.007,,,Active
"=""7195CC""",BNASTRA-CC,Technology,,,0.035,,-,-,0.07,0.035,0,,-,-,0%,,,,Active
"=""7195CD""",BNASTRA-CD,Technology,0.045,0.045,0.045,-,0.045,0.045,0.09,0.04,1000,,100,1030600,22%,-0.005,,,Active
"=""9288""",BONIA,Industrial & Consumer Products,0.925,0.945,0.925,+0.020,0.945,0.925,1.4,0.79,535,5.29%,41,42815,77%,0.023,3.28,24.12,Active
"=""7036""",BORNOIL,Industrial & Consumer Products,0.01,0.01,0.010,-,0.010,0.005,0.015,0.005,346886,,94,19694990,67%,,-2.36,,Active
"=""7036WD""",BORNOIL-WD,Industrial & Consumer Products,0.005,0.005,0.005,-,0.005,0.005,0.01,0.005,211,,100,40690,100%,,,,Active
"=""7036WE""",BORNOIL-WE,Industrial & Consumer Products,0.005,0.005,0.005,-,0.010,0.005,0.01,0.005,88743,,3,10694225,100%,,,,Active
"=""6297""",BOXPAK,Industrial & Consumer Products,,,0.225,,-,-,0.63,0.225,0,,-,80005,25%,-0.025,-9.42,,Active
"=""5100""",BPPLAS,Industrial & Consumer Products,0.62,0.63,0.620,+0.010,0.630,0.620,1.2,0.59,228,9.52%,10,34400,47%,-0.002,7.67,8.21,Active
"=""5100WA""",BPPLAS-WA,Industrial & Consumer Products,,,0.005,,-,-,0.1,0.005,0,,-,43140,100%,-0.004,,,Active
"=""5932""",BPURI,Industrial & Consumer Products,0.29,0.295,0.295,-,0.300,0.290,0.4,0.215,292287,,99,19976375,46%,,-2.15,,Active
"=""5932WB""",BPURI-WB,Industrial & Consumer Products,,,0.070,,-,-,0.6,0.07,0,,-,40540,36%,-0.015,,,Active
"=""9938""",BRIGHT,Industrial & Consumer Products,0.17,0.17,0.170,-,0.170,0.170,0.245,0.15,895,,100,131920,50%,-0.005,3.16,5.38,Active
"=""0740C2""",BRODCOM-C2,Technology,,,0.150,,-,-,,,0,,-,-,0%,,,,Active
"=""7221""",BSLCORP,Industrial & Consumer Products,0.02,0.02,0.015,+0.005,0.020,0.015,0.03,0.015,5140,,-,501425,43%,,-1.97,,Active
"=""7221WB""",BSLCORP-WB,Industrial & Consumer Products,,,0.005,,-,-,0.005,0.005,0,,-,112875,100%,,,,Active
"=""0011""",BTECH,Property,0.245,0.24,0.250,-0.010,0.250,0.240,0.29,0.235,2517,4.17%,-,162430,50%,-0.001,3.68,6.51,Active
"=""7188""",BTM,Industrial & Consumer Products,,,0.040,,-,-,0.05,0.02,0,,-,308235,75%,0.001,-1.71,,Active
"=""7188WC""",BTM-WC,Industrial & Consumer Products,,,0.010,,-,-,0.015,0.005,0,,-,877865,33%,,,,Active
"=""1818""",BURSA,Industrial & Consumer Products,9.03,9.04,9.050,-0.010,9.050,9.000,9.18,7.2,4810,3.10%,54,1641250,70%,0.147,30.9,29.51,Active
"=""18181A""",BURSA-C1A,Technology,,,0.190,,-,-,0.21,0.08,0,,-,557530,68%,0.017,,,Active
"=""18181C""",BURSA-C1C,Technology,0.09,0.09,0.085,+0.005,0.090,0.090,0.1,0.055,40,,50,1313870,58%,,,,Active
"=""18181D""",BURSA-C1D,Technology,,,0.130,,-,-,0.13,0.08,0,,-,-,0%,,,,Active
"=""18181E""",BURSA-C1E,Technology,0.13,0.13,0.130,-,0.130,0.130,0.14,0.1,920,,35,117600,65%,0.01,,,Active
"=""18181F""",BURSA-C1F,Technology,,,0.175,,-,-,0.185,0.01,0,,-,16750,81%,0.013,,,Active
"=""18181G""",BURSA-C1G,Technology,,,0.060,,-,-,0.07,0.055,0,,-,372845,55%,,,,Active
"=""18181H""",BURSA-C1H,Technology,,,0.125,,-,-,0.135,0.08,0,,-,156840,75%,0.011,,,Active
"=""18181I""",BURSA-C1I,Technology,,,0.040,,-,-,0.045,0.035,0,,-,-,0%,,,,Active
"=""18181J""",BURSA-C1J,Technology,,,0.080,,-,-,0.1,0.04,0,,-,600370,63%,0.01,,,Active
"=""18181K""",BURSA-C1K,Technology,,,0.115,,-,-,0.12,0.105,0,,-,-,0%,,,,Active
"=""18181L""",BURSA-C1L,Technology,,,0.130,,-,-,0.145,0.125,0,,-,-,0%,,,,Active
"=""181898""",BURSA-C98,Technology,,,-,,-,-,0.195,0.07,0,,-,246300,72%,0.019,,,Delisted
"=""181899""",BURSA-C99,Technology,0.145,0.145,0.145,-,0.145,0.145,0.165,0.05,3683,,97,445435,68%,0.014,,,Active
"=""03042""",BVLH,Utilities,,,0.190,,-,-,,,0,,-,-,0%,,,,Active
"=""0313""",BWYS,Property,0.195,0.19,0.190,-,0.195,0.190,0.25,0.145,2101,,-,400400,37%,-0.005,0.84,25.71,Active
"=""054838""",BYD-C38,Technology,,,0.015,,-,-,0.15,0.015,0,,-,62895,29%,-0.013,,,Active
"=""054839""",BYD-C39,Technology,,,0.090,,-,-,0.145,0.05,0,,-,2272300,44%,-0.009,,,Active
"=""7174""",CAB,Industrial & Consumer Products,0.615,0.615,0.620,-0.005,0.620,0.610,0.885,0.435,3511,1.63%,46,725050,63%,0.006,12.93,3.99,Active
"=""7174WB""",CAB-WB,Industrial & Consumer Products,0.125,0.145,0.130,+0.015,0.145,0.125,0.275,0.1,325,,77,608320,53%,-0.001,,,Active
"=""0191""",CABNET,Property,0.275,0.27,0.280,-0.010,0.275,0.270,0.43,0.25,123,,76,97720,52%,-0.003,1.29,20.91,Active
"=""0371""",CAMAROE,Property,0.1,0.105,0.100,+0.005,0.105,0.100,0.165,0.1,208,,3,174335,40%,-0.002,,,Active
"=""7128""",CAMRES,Industrial & Consumer Products,,,0.320,,-,-,0.34,0.23,0,,-,28295,48%,,1.49,23.11,Active
"=""5105""",CANONE,Industrial & Consumer Products,1.68,1.68,1.690,-0.010,1.680,1.680,2.45,1.65,40,2.38%,-,23395,41%,-0.015,-10.19,,Active
"=""5099""",CAPITALA,Industrial & Consumer Products,0.58,0.58,0.580,-,0.590,0.575,1.03,0.325,157452,,43,68514970,63%,0.024,-11.1,,"Active, Alert"
"=""5099LA""",CAPITALA-LA,Telecommunications & Media,2.07,2.07,2.070,-,2.070,2.050,2.24,0.71,350,,7,370370,67%,0.145,,,"Active, Alert"
"=""5099WA""",CAPITALA-WA,Industrial & Consumer Products,0.37,0.37,0.370,-,0.375,0.365,0.405,0.155,49448,,45,12699940,67%,0.026,,,"Active, Alert"
"=""0163""",CAREPLS,Industrial & Consumer Products,0.075,0.075,0.075,-,0.075,0.070,0.26,0.07,8594,,78,956835,33%,-0.001,-11.15,,Active
"=""5257""",CARIMIN,Industrial & Consumer Products,0.515,0.505,0.520,-0.015,0.515,0.505,0.815,0.49,521,3.96%,18,58605,30%,-0.013,0.72,71.24,Active
"=""0335""",CARLORINO,Property,0.235,0.245,0.250,-0.005,0.255,0.235,0.215,0.115,5188,4.08%,40,348300,60%,,1.75,7.64,Active
"=""2836""",CARLSBG,Industrial & Consumer Products,18.4,18.24,18.000,+0.240,18.480,18.080,20.38,15.42,3475,6.09%,57,107525,60%,0.236,122.86,14.78,Active
"=""0173""",CATCHA,Property,0.275,0.28,0.280,-,0.280,0.275,0.35,0.23,113,,12,718760,17%,-0.006,1.48,24.19,Active
"=""0173WA""",CATCHA-WA,Property,0.11,0.11,0.100,+0.010,0.110,0.110,0.145,0.055,3,,100,547365,37%,0.001,,,Active
"=""0574C2""",CATHAY-C2,Technology,,,0.150,,-,-,,,0,,-,-,0%,,,,Active
"=""0743C1""",CATL-C1,Technology,,,0.200,,-,-,0.67,0.12,0,,-,3060510,37%,-0.058,,,Active
"=""0743C2""",CATL-C2,Technology,,,0.470,,-,-,0.675,0.4,0,,-,5270815,55%,,,,Active
"=""0743C3""",CATL-C3,Technology,,,0.385,,-,-,0.63,0.38,0,,-,-,0%,,,,Active
"=""0743C4""",CATL-C4,Technology,0.065,0.065,0.060,+0.005,0.065,0.065,0.145,0.05,100,,-,548210,47%,,,,Active
"=""0339""",CBHB,Property,0.55,0.56,0.550,+0.010,0.575,0.550,0.645,0.2,56833,,43,7354755,37%,0.004,2.64,25.23,Active
"=""7076""",CBIP,Industrial & Consumer Products,1.25,1.25,1.250,-,1.250,1.240,1.33,1.0,826,3.20%,82,129740,50%,0.001,-6.02,,Active
"=""03053""",CCIB,Utilities,,,0.310,,-,-,,,0,,-,-,0%,,,,Active
"=""7035""",CCK,Industrial & Consumer Products,1.34,1.35,1.350,-,1.350,1.330,1.52,1.08,998,,5,233050,53%,0.022,12.02,11.39,Active
"=""6947""",CDB,Industrial & Consumer Products,3.27,3.21,3.250,-0.040,3.270,3.190,4.0,3.15,43321,4.58%,57,4466155,29%,-0.034,12.9,24.61,Active
"=""694766""",CDB-C66,Technology,,,0.005,,-,-,0.015,0.015,0,,-,-,0%,,,,Active
"=""694767""",CDB-C67,Technology,,,0.005,,-,-,0.045,0.02,0,,-,540000,20%,,,,Active
"=""694768""",CDB-C68,Technology,,,0.005,,-,-,0.085,0.005,0,,-,126475,24%,-0.008,,,Active
"=""694769""",CDB-C69,Technology,,,0.005,,-,-,0.025,0.01,0,,-,-,0%,,,,Active
"=""694770""",CDB-C70,Technology,,,0.020,,-,-,0.07,0.02,0,,-,-,9%,,,,Active
"=""694771""",CDB-C71,Technology,0.015,0.015,0.015,-,0.015,0.015,0.085,0.015,2500,,20,259065,17%,-0.007,,,Active
"=""5311""",CEB,Industrial & Consumer Products,0.295,0.3,0.295,+0.005,0.305,0.290,0.35,0.195,59959,2.23%,74,3022780,68%,0.001,-4.6,,Active
"=""0238""",CEKD,Property,0.3,0.3,0.300,-,0.300,0.300,0.435,0.29,101,4.17%,1,44765,52%,-0.004,3.44,7.74,Active
"=""0243""",CENGILD,Property,0.225,0.23,0.225,+0.005,0.230,0.225,0.29,0.205,393,4.22%,-,199900,25%,,1.33,17.32,Active
"=""5195""",CENSOF,Industrial & Consumer Products,0.195,0.2,0.195,+0.005,0.200,0.195,0.255,0.165,2721,,-,266330,29%,-0.006,0.52,29.85,Active
"=""8982""",CEPAT,Industrial & Consumer Products,0.745,0.74,0.745,-0.005,0.745,0.740,0.755,0.605,154,2.70%,86,110340,57%,0.002,6.99,10.85,Active
"=""8435""",CEPCO,Industrial & Consumer Products,1.08,1.09,1.080,+0.010,1.090,1.070,1.25,0.92,726,,98,33520,48%,-0.005,26.11,4.18,Active
"=""03024""",CETECH,Utilities,,,0.750,,-,-,0.75,0.75,0,,-,84610,42%,,,,Active
"=""8044""",CFM,Industrial & Consumer Products,,,0.080,,-,-,0.13,0.075,0,,-,175710,50%,-0.002,-1.82,,Active
"=""8052""",CGB,Industrial & Consumer Products,0.895,0.895,0.895,-,0.895,0.895,0.965,0.83,138681,,10,8179940,50%,,-26.33,,Active
"=""8052WB""",CGB-WB,Industrial & Consumer Products,0.17,0.17,0.175,-0.005,0.170,0.170,0.255,0.17,50,,100,120815,30%,-0.005,,,Active
"=""0291""",CHB,Industrial & Consumer Products,0.81,0.79,0.810,-0.020,0.810,0.790,1.12,0.575,3347,1.65%,35,242485,23%,-0.016,7.52,10.5,Active
"=""0372""",CHEEDING,Property,0.635,0.715,0.635,+0.080,0.720,0.635,0.96,0.585,87420,,71,4911590,25%,-0.055,,,Active
"=""7209""",CHEETAH,Industrial & Consumer Products,,,0.105,,-,-,0.14,0.07,0,,-,2098585,53%,-0.001,-3.44,,Active
"=""7187""",CHGP,Industrial & Consumer Products,1.15,1.15,1.150,-,1.150,1.150,2.49,1.03,3167,,100,203240,20%,-0.009,3.99,61.73,Active
"=""5738""",CHHB,Industrial & Consumer Products,,,0.170,,-,-,0.28,0.15,0,,-,34525,38%,-0.001,-37.47,,Active
"=""0838EA""",CHINA100-MYR,Transportation & Logistics,1.3,1.3,1.240,+0.060,1.300,1.300,1.45,0.95,50,,100,11435,49%,-0.009,,,Active
"=""0829EA""",CHINAETF-MYR,Transportation & Logistics,5.4,5.31,5.410,-0.100,5.400,5.310,6.26,4.44,206,,60,19825,42%,-0.07,25.27,23.34,Active
"=""0829EB""",CHINAETF-USD,Transportation & Logistics,,,1.230,,-,-,1.24,1.215,0,,-,1670,29%,-0.158,5.65,0.2,Active
"=""5273""",CHINHIN,Industrial & Consumer Products,2.08,2.3,2.100,+0.200,2.300,2.080,2.53,1.95,15746,,37,1350805,15%,-0.028,3.2,38.08,Active
"=""1929""",CHINTEK,Industrial & Consumer Products,10.52,10.42,10.520,-0.100,10.520,10.420,11.76,7.7,16,4.89%,-,8410,52%,-0.029,219.47,4.75,Active
"=""5007""",CHINWEL,Industrial & Consumer Products,0.765,0.73,0.725,+0.005,0.765,0.730,0.93,0.66,110,1.44%,100,44855,43%,0.004,-1.62,,Active
"=""5797""",CHOOBEE,Industrial & Consumer Products,0.54,0.54,0.520,+0.020,0.545,0.540,0.7,0.52,986,0.93%,26,39790,39%,-0.005,-13.13,,Active
"=""7016""",CHUAN,Industrial & Consumer Products,,,0.240,,-,-,0.39,0.2,0,,-,97505,69%,-0.009,-5.28,,Active
"=""2828""",CIHLDG,Industrial & Consumer Products,2.72,2.74,2.720,+0.020,2.740,2.720,2.8,2.34,236,7.30%,-,18590,36%,0.006,41.87,4.01,Active
"=""1023""",CIMB,Industrial & Consumer Products,8.59,8.53,8.590,-0.060,8.610,8.500,8.95,6.21,119214,5.51%,30,19771765,61%,0.107,72.27,11.63,Active
"=""10231Z""",CIMB-C1Z,Technology,0.145,0.145,0.145,-,0.145,0.145,0.22,0.06,776,,50,485360,57%,0.006,,,Active
"=""10232B""",CIMB-C2B,Technology,,,-,,-,-,0.19,0.045,0,,-,126000,56%,0.014,,,Delisted
"=""10232C""",CIMB-C2C,Technology,,,0.195,,-,-,0.195,0.13,0,,-,-,64%,,,,Active
"=""10232D""",CIMB-C2D,Technology,0.315,0.315,0.315,-,0.320,0.315,0.38,0.095,960,,72,99680,61%,0.016,,,Active
"=""10232E""",CIMB-C2E,Technology,,,0.240,,-,-,0.24,0.1,0,,-,343225,65%,0.012,,,Active
"=""10232F""",CIMB-C2F,Technology,0.23,0.22,0.230,-0.010,0.230,0.220,0.295,0.11,5708,,44,2897420,59%,0.01,,,Active
"=""10232G""",CIMB-C2G,Technology,,,0.100,,-,-,0.125,0.075,0,,-,583825,53%,0.005,,,Active
"=""10232H""",CIMB-C2H,Technology,,,0.255,,-,-,0.33,0.155,0,,-,1572130,52%,0.012,,,Active
"=""10232I""",CIMB-C2I,Technology,,,0.060,,-,-,0.075,0.05,0,,-,-,0%,,,,Active
"=""10232J""",CIMB-C2J,Technology,0.18,0.175,0.180,-0.005,0.180,0.175,0.235,0.14,5901,,31,-,0%,,,,Active
"=""10232K""",CIMB-C2K,Technology,0.19,0.18,0.195,-0.015,0.195,0.180,0.265,0.145,14951,,47,-,0%,,,,Active
"=""10232L""",CIMB-C2L,Technology,0.115,0.115,0.120,-0.005,0.115,0.115,0.145,0.105,2450,,9,-,0%,,,,Active
"=""7245""",CITAGLB,Industrial & Consumer Products,0.87,0.9,0.900,-,0.900,0.870,0.96,0.685,97,1.11%,57,84335,36%,0.001,3.54,30.54,Active
"=""7245PA""",CITAGLB-PA,Industrial & Consumer Products,,,0.600,,-,-,1.0,0.6,0,,-,7440,3%,-0.184,,,Active
"=""7245WB""",CITAGLB-WB,Industrial & Consumer Products,,,0.400,,-,-,0.45,0.2,0,,-,8510,50%,-0.015,,,Active
"=""7245WC""",CITAGLB-WC,Industrial & Consumer Products,0.14,0.135,0.130,+0.005,0.140,0.135,0.25,0.095,250,,48,12775,39%,-0.001,,,Active
"=""7117""",CJCEN,Industrial & Consumer Products,0.165,0.175,0.175,-,0.175,0.160,0.22,0.13,3150,,35,93425,44%,-0.001,-1.3,,Active
"=""5336""",CKI,Industrial & Consumer Products,0.57,0.58,0.570,+0.010,0.585,0.570,1.11,0.495,3992,,54,771555,63%,0.007,,,Active
"=""5336CA""",CKI-CA,Technology,,,0.005,,-,-,0.01,0.005,0,,-,-,0%,,,,Active
"=""5336CB""",CKI-CB,Technology,,,0.005,,-,-,0.025,0.005,0,,-,-,0%,,,,Active
"=""5336CC""",CKI-CC,Technology,,,0.010,,-,-,0.055,0.005,0,,-,492070,47%,-0.004,,,Active
"=""5336CD""",CKI-CD,Technology,,,0.015,,-,-,0.05,0.015,0,,-,-,0%,,,,Active
"=""5336CE""",CKI-CE,Technology,,,0.045,,-,-,0.06,0.045,0,,-,-,0%,,,,Active
"=""5336CF""",CKI-CF,Technology,,,0.045,,-,-,0.045,0.035,0,,-,-,0%,,,,Active
"=""5336CG""",CKI-CG,Technology,,,0.150,,-,-,,,0,,-,-,0%,,,,Active
"=""5336CH""",CKI-CH,Technology,,,0.015,,-,-,0.07,0.01,0,,-,-,18%,,,,Active
"=""5336CI""",CKI-CI,Technology,0.045,0.045,0.050,-0.005,0.045,0.045,0.05,0.045,68,,100,-,0%,,,,Active
"=""0348""",CLITE,Property,0.23,0.23,0.235,-0.005,0.235,0.230,0.29,0.135,1181,,1,285585,50%,,,,Active
"=""5180""",CLMT,Industrial & Consumer Products,0.685,0.69,0.685,+0.005,0.695,0.685,0.69,0.55,25305,7.01%,94,1988955,70%,0.01,5.91,12.65,Active
